proteinA	proteinB	label	prediction	predictionLabel
6239_F25H5_6_1	6239_T08B2_8	1	0.99974906	1
6239_C26D10_1	6239_Y49E10_3b	1	0.736454	1
6239_F54E7_2_1	6239_K08F11_3_2	1	0.9319543	1
6239_F55C5_8	6239_H06I04_4b	1	0.9191551	1
6239_C09G12_8b	6239_K05C4_6b	1	0.37743467	0
6239_C43E11_10	6239_Y47D3A_28	1	0.6462538	1
6239_T10F2_4	6239_Y17G7B_9	1	0.9677253	1
6239_C15C7_1	6239_Y59E9AL_7	1	0.90478945	1
6239_C46A5_9	6239_Y17G7B_2a	1	0.1627961	0
6239_F45G2_3	6239_R09B3_1a_1	1	0.5739008	1
6239_ZK177_6	6239_ZK20_3_2	1	0.96096694	1
6239_C09H10_2	6239_F10B5_1_1	1	0.9999995	1
6239_F47E1_3	6239_K08A8_2b_1	1	0.010837384	0
6239_F39B2_6_1	6239_Y41D4B_5	1	0.8074002	1
6239_B0403_4	6239_C46F11_2a	1	0.26110876	0
6239_D1007_12_2	6239_E04A4_8	1	0.9998271	1
6239_C24H11_9	6239_Y104H12D_1b	1	0.16208696	0
6239_D1046_1d_2	6239_F42A6_7d_2	1	0.98365223	1
6239_F33A8_3	6239_F56A8_6_2	1	0.7416339	1
6239_B0336_10_2	6239_C06B8_8_6	1	0.8151801	1
6239_F01F1_8a_1	6239_F54A3_3	1	0.9736811	1
6239_H28O16_1d_6	6239_R05D3_6	1	0.30013642	0
6239_F43D2_1	6239_T16H12_4_1	1	0.67223954	1
6239_K10C8_1	6239_Y116A8C_42	1	0.18965349	0
6239_C53H9_2c_1	6239_F54C9_5	1	0.99978364	1
6239_F44B9_3b	6239_ZK550_4_1	1	0.84608847	1
6239_C26F1_9	6239_F10E7_7_1	1	0.9996872	1
6239_H06I04_4b	6239_K07G5_2	1	0.6363788	1
6239_F08D12_1	6239_F25G6_8	1	0.8260273	1
6239_F58B3_7	6239_W07E6_4	1	0.7071961	1
6239_C36B1_5	6239_CC4_3_1	1	0.7124066	1
6239_F40F11_1_1	6239_Y39G10AR_8	1	0.99993867	1
6239_C16A11_4a	6239_C34B7_4	1	0.67499673	1
6239_C27A12_6	6239_ZK20_3_2	1	0.80248356	1
6239_MTCE_26	6239_Y37D8A_14	1	0.9956248	1
6239_C27A2_6	6239_F28B12_3_1	1	0.041924197	0
6239_C36B1_4_1	6239_F40G9_17	1	0.5762795	1
6239_F10E7_7_1	6239_Y45F10D_12_3	1	0.9999976	1
6239_H06I04_4b	6239_Y79H2A_6	1	0.52848303	1
6239_F40F8_10	6239_T16G1_11	1	0.7164893	1
6239_F32A11_2	6239_Y39A1A_12	1	0.6166023	1
6239_C41G7_4	6239_R06A4_7	1	0.0121369045	0
6239_F21H12_1	6239_Y17G7B_2a	1	0.1806806	0
6239_B0414_6	6239_Y116A8C_42	1	0.5926789	1
6239_F33G12_4_2	6239_Y41C4A_10	1	0.3911951	0
6239_C05C8_3	6239_C12C8_1	1	0.505782	1
6239_Y24D9A_4a	6239_Y62E10A_1	1	0.9542234	1
6239_F13B10_2d_1	6239_T05E11_1	1	0.99997026	1
6239_T11G6_8	6239_Y116A8C_42	1	0.98564386	1
6239_F55C10_1b	6239_M02B7_6b	1	0.09108246	0
6239_F58A4_8	6239_T05G5_3_1	1	0.92261183	1
6239_F35H8_5	6239_Y39A1C_3_1	1	0.28895295	0
6239_R11D1_8_1	6239_Y37E3_7_2	1	0.83155954	1
6239_DY3_6	6239_R12H7_5	1	0.08942885	0
6239_W03F9_5_3	6239_Y111B2A_13	1	0.74372745	1
6239_F32A5_7	6239_T10G3_6a	1	0.9999598	1
6239_K08F11_3_2	6239_T05F1_3_2	1	0.99517494	1
6239_C53D6_2	6239_F59D12_4	1	0.44267723	0
6239_K02A4_2_2	6239_T19C4_6a	1	0.22291209	0
6239_T10F2_4	6239_T10G3_6a	1	0.99279267	1
6239_C32E8_2b	6239_C37A2_7	1	0.8781441	1
6239_F30A10_8b	6239_H22K11_4b	1	0.004380184	0
6239_T05G5_3_1	6239_Y108G3AL_1_2	1	0.690593	1
6239_F23B2_13	6239_F53G2_7_1	1	0.55691844	1
6239_C44B7_1	6239_F57B9_10a	1	0.40901047	0
6239_PAR2_3a	6239_Y111B2A_8	1	0.11174515	0
6239_C09G9_6	6239_Y55F3AM_12	1	0.13079546	0
6239_Y39B6A_36	6239_Y49E10_15	1	0.9980866	1
6239_B0511_6	6239_Y110A7A_8	1	0.96388805	1
6239_C36A4_8b	6239_Y39H10A_7a_2	1	0.72088575	1
6239_H19N07_1a_2	6239_M01F1_2_2	1	0.99999595	1
6239_B0361_10_1	6239_F07F6_4	1	0.6903956	1
6239_F56F3_5	6239_Y54E10BR_4	1	0.9752505	1
6239_C30B5_4	6239_F42A6_7d_2	1	0.94313896	1
6239_B0272_2	6239_C39F7_4	1	0.72266376	1
6239_D1081_8	6239_F33D11_10	1	0.65357995	1
6239_K04G7_11	6239_Y17G7B_9	1	0.5886996	1
6239_B0222_4	6239_C09G4_1_2	1	0.42518812	0
6239_F27C1_6_1	6239_F30A10_9	1	0.9998082	1
6239_AC7_2a_1	6239_F13B9_5_1	1	0.17938876	0
6239_R06F6_5a	6239_Y37E3_15a	1	0.23054677	0
6239_T01H3_1_2	6239_ZK970_4_2	1	0.46151572	0
6239_F21D5_7	6239_Y45F10D_12_3	1	0.9999847	1
6239_Y37E3_8b_1	6239_ZK1010_1	1	0.9975593	1
6239_F21F3_5	6239_F25G6_3b	1	0.41272926	0
6239_F44B9_8	6239_R01H10_1	1	0.92996716	1
6239_T27F6_6	6239_W02F12_2	1	0.10393896	0
6239_F52B5_6_4	6239_K11H3_6	1	0.9999931	1
6239_R02F11_4	6239_T05G5_3_1	1	0.5297757	1
6239_C36B1_3	6239_F18A1_5	1	0.9977125	1
6239_CD4_6	6239_H06I04_4b	1	0.9966028	1
6239_F02D10_7	6239_F07B7_9	1	0.06600137	0
6239_C07H6_5	6239_Y71G12B_14	1	0.96186095	1
6239_F40F8_7_2	6239_T28H11_4b	1	0.0013988693	0
6239_C26F1_9	6239_Y37E3_8b_1	1	0.9997455	1
6239_R53_4	6239_Y69A2AR_18b	1	0.9032962	1
6239_C08B6_7a	6239_T26A8_4	1	0.30691606	0
6239_C05D9_1_1	6239_T20D3_7b	1	0.25582018	0
6239_F28D1_7_1	6239_H06H21_3	1	0.88050056	1
6239_F58B3_7	6239_F58G11_5_1	1	0.6886827	1
6239_F11A10_2	6239_F26B1_2e	1	0.98466957	1
6239_F58A4_10	6239_R12E2_3	1	0.71974677	1
6239_F26B1_2e	6239_F26D10_3_2	1	0.97409505	1
6239_F07A5_3	6239_K08E3_3b	1	0.02433555	0
6239_B0336_10_2	6239_R11D1_8_1	1	0.9995891	1
6239_Y106G6H_3c_2	6239_Y48A6B_3	1	0.9939875	1
6239_C06E2_7	6239_C52D10_6_2	1	0.63943374	1
6239_H19N07_1a_2	6239_T05H4_6a	1	0.9799355	1
6239_C30C11_4_1	6239_R09E12_3	1	0.70986235	1
6239_F35G12_9	6239_H31G24_4_1	1	0.02071068	0
6239_C39F7_4	6239_Y42H9AR_1_1	1	0.43066272	0
6239_T08B2_10	6239_Y71A12B_1a	1	0.9990845	1
6239_B0393_1_1	6239_C27A2_2a	1	0.9948176	1
6239_B0041_4	6239_T16G1_11	1	0.7389065	1
6239_W09D10_3	6239_Y92H12BR_8	1	0.99996036	1
6239_F43E2_2	6239_T16H12_4_1	1	0.910681	1
6239_B0250_1	6239_Y71A12B_1a	1	0.9999562	1
6239_E04A4_5	6239_F56B3_11a	1	0.33881122	0
6239_F26H9_6	6239_Y42H9AR_3	1	0.48820677	0
6239_C09B7_1a	6239_F08B6_2	1	0.3008207	0
6239_K08F11_3_2	6239_Y59A8A_1	1	0.6980014	1
6239_F54D5_11_1	6239_W01G7_3_2	1	0.6444155	1
6239_D1007_6_2	6239_F39B2_6_1	1	0.99990606	1
6239_F39B2_6_1	6239_H19N07_1a_2	1	0.9989477	1
6239_F22D6_9	6239_T08G11_5_2	1	0.008392656	0
6239_F46F2_2c_2	6239_M01B12_5a_1	1	0.33722088	0
6239_C04F12_4_2	6239_F53G12_10_2	1	0.99996233	1
6239_C07G2_3b_3	6239_F54A3_3	1	0.9990035	1
6239_C01F1_1	6239_K08D10_3a	1	0.97589624	1
6239_F13D12_7a_2	6239_Y22D7AR_13	1	0.99974877	1
6239_F52E1_1	6239_M88_6c	1	0.00070432556	0
6239_M04F3_1_2	6239_Y56A3A_27	1	0.9830641	1
6239_Y54G2A_31	6239_ZK131_2	1	0.90173674	1
6239_C02F4_2a	6239_K07A9_2	1	0.77011096	1
6239_F15H10_3b	6239_T05G5_3_1	1	0.24901079	0
6239_F26F4_11	6239_Y73F8A_24b	1	0.67556965	1
6239_C33H5_7	6239_F29F11_6a	1	0.77155185	1
6239_C25A1_4_1	6239_Y47D3A_27	1	0.5695396	1
6239_C06A5_11	6239_Y106G6H_2c_5	1	0.633909	1
6239_F44G4_1	6239_ZK945_3	1	0.99778926	1
6239_F43E2_2	6239_R02D3_3b	1	0.57615274	1
6239_F53H8_2	6239_K02A4_2_2	1	0.4706067	0
6239_C14A11_1	6239_T23D8_2	1	0.44949767	0
6239_F42A6_7d_2	6239_Y110A7A_8	1	0.9966216	1
6239_D1037_4	6239_F09E5_5_2	1	0.42402086	0
6239_C09H10_3	6239_C34B2_7_2	1	0.9970161	1
6239_C30H6_7a	6239_LLC1_3a	1	0.47681105	0
6239_C15H11_7	6239_C44B7_1	1	0.59745103	1
6239_C14B9_7_1	6239_F40F8_10	1	0.99978745	1
6239_F29G9_4a	6239_R06C1_1_1	1	0.41422242	0
6239_F40H3_4a	6239_F53F8_1	1	0.08402063	0
6239_F15A2_5	6239_ZK470_5b_3	1	0.515968	1
6239_C11H1_3	6239_C35B1_1	1	0.8422743	1
6239_R07E4_6c	6239_T07D1_1c	1	0.39008498	0
6239_C24H11_9	6239_R144_9	1	0.6725764	1
6239_F08F8_8	6239_Y59E9AL_7	1	0.8367012	1
6239_H05L14_1	6239_T08G11_5_2	1	0.0071919085	0
6239_F39H2_2a	6239_W02B12_2	1	0.63962543	1
6239_C13B4_2	6239_T01G9_5a	1	0.61338556	1
6239_F43C1_4	6239_R08E3_4b	1	0.0092362845	0
6239_C06A8_6	6239_C30A5_4	1	0.12852633	0
6239_C47E8_5_1	6239_F31D4_3	1	0.6516865	1
6239_C13B9_3	6239_F55A4_1	1	0.9957268	1
6239_C09D4_5_1	6239_F33D11_10	1	0.86561775	1
6239_Y105E8B_3_1	6239_Y54E10BR_4	1	0.9909346	1
6239_C27A2_2a	6239_F56F3_5	1	0.99995244	1
6239_F41E6_9	6239_T27F7_1_1	1	0.90132886	1
6239_Y77E11A_13a	6239_ZK180_4	1	0.1602845	0
6239_F49B2_5	6239_T13F2_8a	1	0.2526546	0
6239_C02B10_4	6239_C52E4_3_3	1	0.99475014	1
6239_F26B1_3	6239_T19B10_7_2	1	0.076419115	0
6239_VC5_4_2	6239_Y37D8A_9b	1	0.5762665	1
6239_B0513_3b	6239_H06I04_4b	1	0.84101593	1
6239_F56A8_6_2	6239_W08E3_1	1	0.76573956	1
6239_C04F6_4a_1	6239_M03F4_2b_1	1	0.60747397	1
6239_C14B9_4b	6239_F10B5_6	1	0.97618496	1
6239_C31H5_3a	6239_F58H7_3	1	0.032882974	0
6239_B0393_3	6239_C08B11_2	1	0.1920237	0
6239_B0403_2	6239_C47D12_7b	1	0.50880045	1
6239_F10G7_4	6239_ZK177_6	1	0.8141502	1
6239_C09G12_8b	6239_Y92H12A_1	1	0.59965825	1
6239_K01G5_2a	6239_K07A1_11	1	0.20842703	0
6239_C06G3_10	6239_K07C11_9	1	0.45446315	0
6239_B0495_8a	6239_T28D9_2c	1	0.615224	1
6239_C25H3_9a	6239_Y57G11C_12b_3	1	0.9465293	1
6239_C14B9_7_1	6239_F40F11_1_1	1	0.9999989	1
6239_F13B10_2d_1	6239_F54C9_5	1	0.9999792	1
6239_C49C8_5_1	6239_ZK896_6	1	0.06858481	0
6239_F37C12_9_2	6239_K11H12_2	1	0.9999723	1
6239_E02H1_4	6239_R11A8_4b_3	1	0.35032427	0
6239_Y38F2AR_2	6239_Y57G11C_15b_7	1	0.2933587	0
6239_C09D4_5_1	6239_T07A9_11_1	1	0.99999946	1
6239_C14B9_7_1	6239_Y37E3_8b_1	1	0.9999814	1
6239_F02E8_1_2	6239_Y69A2AR_18b	1	0.86295736	1
6239_C43E11_8	6239_Y53G8AR_3b	1	0.43736577	0
6239_VW06B3R_1a	6239_Y37D8A_14	1	0.9988191	1
6239_K05C4_5	6239_Y53C12B_1	1	0.606789	1
6239_CD4_6	6239_F39H11_5	1	0.69541776	1
6239_H19N07_1a_2	6239_T05F1_3_2	1	0.9999704	1
6239_R12B2_5a_2	6239_Y104H12D_1b	1	0.34502727	0
6239_F23C8_9	6239_Y41C4A_14	1	0.90386754	1
6239_K07H8_10	6239_T04A8_6	1	0.9985978	1
6239_F53B7_3_2	6239_Y116A8C_34b	1	0.79504985	1
6239_M01F1_2_2	6239_Y62E10A_1	1	0.83463305	1
6239_B0035_10	6239_B0035_7	1	0.6957511	1
6239_R31_3	6239_Y110A7A_20	1	0.11146426	0
6239_F13B9_5_1	6239_M117_2b_2	1	0.38781595	0
6239_C34E10_10	6239_ZK795_3	1	0.91892624	1
6239_C32E8_2b	6239_Y37E3_8b_1	1	0.99999255	1
6239_F53A3_3a_1	6239_ZC434_2	1	0.9999996	1
6239_C06B8_8_6	6239_C42C1_14_1	1	0.99998325	1
6239_MTCE_31	6239_W09C5_8	1	0.9917468	1
6239_C52E4_3_3	6239_F28D9_1	1	0.9992707	1
6239_B0252_4a	6239_C08B11_5	1	0.988482	1
6239_F28C6_7b_1	6239_F42C5_8	1	0.99999505	1
6239_B0303_3_1	6239_F54C8_1	1	0.7249872	1
6239_F46F11_2	6239_T28D9_2c	1	0.550547	1
6239_F45E4_2	6239_Y56A3A_20	1	0.22104956	0
6239_F46F11_2	6239_T27F2_1	1	0.4404282	0
6239_K07D4_3	6239_Y55F3AM_15	1	0.95652395	1
6239_C08B11_7	6239_ZK20_5_1	1	0.82438546	1
6239_B0403_2	6239_Y55F3AM_6b	1	0.5216156	1
6239_D2024_6	6239_W10G11_20_3	1	0.60389686	1
6239_B0041_4	6239_R09B3_5	1	0.761363	1
6239_C33H5_8	6239_H27M09_2	1	0.63802695	1
6239_Y45F3A_2	6239_Y67D2_1a_1	1	0.12303564	0
6239_F54E7_2_1	6239_ZK652_4_1	1	0.999859	1
6239_C44B7_1	6239_K07D4_3	1	0.28040516	0
6239_F26B1_2e	6239_R09B3_5	1	0.812919	1
6239_F23H12_2	6239_ZK652_2	1	0.19634579	0
6239_F40G9_17	6239_ZK1010_1	1	0.98504406	1
6239_K03D10_3	6239_R08C7_3_1	1	0.66047174	1
6239_W01G7_3_2	6239_Y111B2A_13	1	0.71401894	1
6239_C08F8_4b	6239_T05H4_1	1	0.008601425	0
6239_C06G1_6	6239_F38H4_9_1	1	0.87218237	1
6239_F28C6_7b_1	6239_F54C9_5	1	0.99973464	1
6239_C08G5_4b	6239_K02D10_5	1	0.059309408	0
6239_F33A8_3	6239_Y17G7B_9	1	0.8235122	1
6239_K03E5_3	6239_R10E4_4_2	1	0.36163214	0
6239_F54C8_5	6239_Y24F12A_2	1	0.11868578	0
6239_C43E11_10	6239_F58F6_4	1	0.8895217	1
6239_F54D1_1	6239_ZK616_61	1	1.2197002e-08	0
6239_F42A6_7d_2	6239_Y55F3BR_1	1	0.967895	1
6239_F53B7_3_2	6239_Y54F10BM_14	1	0.38912314	0
6239_F43D9_2	6239_Y71H2AM_12	1	0.028066337	0
6239_C37A2_7	6239_K04D7_1_2	1	0.42099524	0
6239_B0412_4	6239_C27A2_2a	1	0.9988624	1
6239_F53B7_3_2	6239_Y116A8C_42	1	0.9881946	1
6239_C26D10_2b	6239_D2089_1b_2	1	0.9936351	1
6239_F54C9_5	6239_W09C5_6b_5	1	0.9997878	1
6239_K04D7_1_2	6239_Y24D9A_4a	1	0.7277795	1
6239_Y39H10A_7a_2	6239_Y41C4A_14	1	0.63523865	1
6239_F43G6_5	6239_W02B12_2	1	0.48821038	0
6239_C10G11_8	6239_K05C4_1	1	0.46720406	0
6239_C18D11_4b	6239_Y119D3B_17	1	0.3103541	0
6239_Y37E3_10	6239_Y47H9C_7	1	0.47986066	0
6239_F48E8_5_1	6239_R12H7_3	1	0.11472247	0
6239_B0403_2	6239_K08H2_1	1	0.21082658	0
6239_C09H10_2	6239_ZK652_4_1	1	0.9999899	1
6239_F10B5_6	6239_Y110A7A_17a	1	0.713723	1
6239_Y116A8C_42	6239_Y17G7B_9	1	0.98326886	1
6239_C06B8_8_6	6239_C49H3_11_1	1	0.99996907	1
6239_B0035_10	6239_T23B5_1b	1	0.07961853	0
6239_F01F1_7	6239_Y116A8C_42	1	0.9913826	1
6239_C56G2_7	6239_K05C4_1	1	0.89836323	1
6239_C18D11_4b	6239_E01A2_2b_1	1	0.7651441	1
6239_C39E9_13	6239_F31E3_3	1	0.8954256	1
6239_C50B8_3	6239_Y57G11C_12b_3	1	0.98598313	1
6239_F19B6_2a	6239_F25D7_1_2	1	0.9980426	1
6239_H06I04_4b	6239_JC8_3c_2	1	0.98589313	1
6239_D1081_8	6239_F08G12_2	1	0.7790332	1
6239_F18E2_5a	6239_K02A4_2_2	1	0.00090342935	0
6239_F47H4_1a	6239_T28H11_4b	1	0.0004272908	0
6239_Y50D7A_11	6239_Y97E10AR_5	1	0.17116472	0
6239_B0336_10_2	6239_F10B5_1_1	1	0.9999981	1
6239_F40F12_7_1	6239_F58F6_4	1	0.136501	0
6239_C16A3_9	6239_ZK1010_1	1	0.99223804	1
6239_M03F8_3b	6239_T10G3_6a	1	0.99649143	1
6239_F10G7_8_1	6239_K05C4_1	1	0.89288485	1
6239_F58D5_1b_1	6239_T15H9_6	1	0.6209661	1
6239_F32D1_9_1	6239_F56C9_1	1	0.71667296	1
6239_B0513_9a	6239_F31E8_2b	1	0.34779924	0
6239_M02B7_4a	6239_R10D12_12	1	0.0004882253	0
6239_B0393_1_1	6239_T23D8_3_2	1	0.8280673	1
6239_E04A4_8	6239_F37C12_9_2	1	0.9994365	1
6239_T28D9_10b	6239_Y106G6H_2c_5	1	0.99996406	1
6239_C54H2_5_2	6239_F57B10_5	1	0.22195315	0
6239_K02F2_2_1	6239_ZK1127_10_2	1	0.6610296	1
6239_Y105E8A_16_1	6239_Y71A12B_1a	1	0.9999329	1
6239_F12A10_5	6239_Y105E8B_1j	1	0.22295985	0
6239_F22D6_4_1	6239_T20H4_5	1	0.9944304	1
6239_C33H5_7	6239_T13C2_4	1	0.04448062	0
6239_F27E5_2	6239_T14G12_4b_2	1	0.1307408	0
6239_T05E11_1	6239_ZK1010_1	1	0.9999877	1
6239_M110_5d_2	6239_R160_1a	1	0.7573371	1
6239_Y92H12A_1	6239_ZK792_6	1	0.65938425	1
6239_F20B6_2	6239_Y38F2AL_3b	1	0.90143126	1
6239_F47D12_7	6239_T05C12_6a	1	0.00039510685	0
6239_C55B7_9_2	6239_R144_9	1	0.27014503	0
6239_T04A8_6	6239_Y53F4B_4a	1	0.40090758	0
6239_K04G7_11	6239_Y65B4A_6	1	0.4315378	0
6239_C07A9_2_2	6239_Y116A8C_42	1	0.99792624	1
6239_C29F7_3	6239_K07A1_2_3	1	0.32148123	0
6239_R09B3_2	6239_Y119D3B_11_2	1	0.21631685	0
6239_C16C8_4	6239_F26H9_7	1	6.5993395e-06	0
6239_F02E8_1_2	6239_T05H4_12_1	1	0.7453757	1
6239_F42G10_2	6239_F53H8_2	1	0.54587024	1
6239_C41D11_8	6239_Y47G6A_8	1	0.03361923	0
6239_C53H9_1	6239_R09B3_5	1	0.7522989	1
6239_F13E6_4	6239_F52D10_3a_1	1	0.512108	1
6239_F26B1_2e	6239_F33D11_10	1	0.9778052	1
6239_F58A4_9_1	6239_Y54E10BR_6	1	0.94418126	1
6239_C36B1_3	6239_F46F11_2	1	0.2470823	0
6239_F39H2_2a	6239_R07E5_14_2	1	0.65886796	1
6239_F11G11_2	6239_F13A7_10	1	0.23810063	0
6239_F42A6_7d_2	6239_K02F3_11	1	0.7725533	1
6239_F39H2_2a	6239_K08D10_3a	1	0.91495657	1
6239_4R79_2b	6239_F43D9_2	1	0.013332447	0
6239_C34E10_11	6239_W09D10_3	1	0.98300064	1
6239_E03H4_8	6239_Y59E9AL_7	1	0.18084152	0
6239_K12H6_11	6239_Y55B1BR_3	1	0.0032386421	0
6239_F33A8_3	6239_Y92C3B_2c	1	0.8907356	1
6239_C44H4_6	6239_F47F2_1c_2	1	0.021872154	0
6239_C44B7_1	6239_F40G9_17	1	0.34493035	0
6239_K11H12_2	6239_M28_5_2	1	0.9975897	1
6239_C01F6_8a	6239_Y49E10_15	1	0.9803367	1
6239_K09A9_5	6239_T10E9_7a	1	0.99963915	1
6239_R119_6	6239_Y111B2A_13	1	0.5064507	1
6239_F33D11_10	6239_R13A5_8	1	0.79846793	1
6239_D1081_8	6239_F53B7_3_2	1	0.6576106	1
6239_B0393_1_1	6239_R13A5_8	1	0.99946904	1
6239_F58A4_14b	6239_T28F3_6	1	0.2790553	0
6239_F58G6_1_2	6239_K08E3_3b	1	0.37056	0
6239_C03H5_5	6239_K02B2_5	1	0.44838947	0
6239_C47G2_2	6239_Y6G8_3	1	0.028989866	0
6239_C37A2_7	6239_F53A3_3a_1	1	0.999104	1
6239_C12C8_1	6239_F45G2_8	1	0.24415478	0
6239_F33D11_10	6239_Y57G11A_5	1	0.86398983	1
6239_Y110A7A_17a	6239_ZC328_4	1	0.07364723	0
6239_M88_2	6239_T23B12_2	1	0.10769014	0
6239_R05D11_4	6239_ZK430_7	1	0.9999995	1
6239_C18D11_4b	6239_F37E3_1	1	0.99630773	1
6239_F40F11_1_1	6239_W01D2_1_1	1	0.9999988	1
6239_C14F5_5	6239_ZK1248_3a	1	0.7682327	1
6239_E04A4_8	6239_Y41D4B_5	1	0.70709693	1
6239_C18E3_5	6239_Y116A8C_34b	1	0.9409252	1
6239_C07A9_2_2	6239_F58E10_3a_5	1	0.84865236	1
6239_C56C10_1	6239_F26H9_6	1	0.47454637	0
6239_D2089_5	6239_F01F1_6_1	1	0.5005251	1
6239_C35B1_1	6239_Y53G8AR_5	1	0.64807796	1
6239_C05C8_2	6239_F10E7_5	1	0.99602324	1
6239_M176_3	6239_T14G11_3	1	0.5839228	1
6239_T06D8_8_2	6239_Y38A8_2	1	0.97223586	1
6239_F14H12_4b	6239_R13H8_1b_1	1	0.784819	1
6239_H20J04_8	6239_T27F2_1	1	0.6964643	1
6239_C28H8_12	6239_M106_5	1	0.650374	1
6239_C32A3_2	6239_F37C12_9_2	1	0.8714423	1
6239_F20D12_3	6239_R01H10_6	1	0.17478606	0
6239_C14B9_7_1	6239_F39B2_6_1	1	0.99994636	1
6239_F07D10_1	6239_F40F11_1_1	1	0.99998504	1
6239_R09B3_4	6239_Y65B4BR_4b	1	0.39315444	0
6239_F37E3_1	6239_Y71G12B_8	1	0.99896824	1
6239_C30F12_7	6239_F54H12_1b	1	0.96789265	1
6239_K03E5_3	6239_ZK1307_6	1	0.44587785	0
6239_B0414_6	6239_ZC404_8_2	1	0.00014787307	0
6239_Y41G9A_3	6239_Y47D3A_15	1	0.16548789	0
6239_C42C1_14_1	6239_ZK512_4	1	0.7573605	1
