proteinA	proteinB	label	prediction	predictionLabel
362663_ECP_3394	362663_ECP_3735	1	0.97438926	1
362663_ECP_1243	362663_ECP_1244	1	0.062373538	0
362663_ECP_3641	362663_ECP_3642	1	0.7834211	1
362663_ECP_3385	362663_ECP_4448	1	0.69212973	1
362663_ECP_4235	362663_ECP_4237	1	0.1047123	0
362663_ECP_0922	362663_ECP_3399	1	0.9995303	1
362663_ECP_3400	362663_ECP_4447	1	0.93579245	1
362663_ECP_3390	362663_ECP_3391	1	0.9863397	1
362663_ECP_3386	362663_ECP_4447	1	0.9896314	1
362663_ECP_2722	362663_ECP_3383	1	0.9563179	1
362663_ECP_0074	362663_ECP_1649	1	0.8690136	1
362663_ECP_0922	362663_ECP_3384	1	0.99926454	1
362663_ECP_2148	362663_ECP_2149	1	0.13342917	0
362663_ECP_3391	362663_ECP_4199	1	0.8415714	1
362663_ECP_3932	362663_ECP_3933	1	0.7371701	1
362663_ECP_1348	362663_ECP_1350	1	0.16558713	0
362663_ECP_3382	362663_ECP_3408	1	0.7757813	1
362663_ECP_2523	362663_ECP_3383	1	0.3252743	0
362663_ECP_3223	362663_ECP_3225	1	0.092692316	0
362663_ECP_3395	362663_ECP_3402	1	0.98735553	1
362663_ECP_2319	362663_ECP_2326	1	0.6066147	1
362663_ECP_2607	362663_ECP_4198	1	0.9969553	1
362663_ECP_3155	362663_ECP_3385	1	0.9949271	1
362663_ECP_3314	362663_ECP_4448	1	0.8140887	1
362663_ECP_2611	362663_ECP_4196	1	0.98102397	1
362663_ECP_3391	362663_ECP_4198	1	0.99251735	1
362663_ECP_3385	362663_ECP_4447	1	0.95978117	1
362663_ECP_4602	362663_ECP_4604	1	0.34412122	0
362663_ECP_0530	362663_ECP_1126	1	0.59777236	1
362663_ECP_2607	362663_ECP_4145	1	0.9003146	1
362663_ECP_0177	362663_ECP_4196	1	0.99076223	1
362663_ECP_0740	362663_ECP_4277	1	0.5179044	1
362663_ECP_3314	362663_ECP_4199	1	0.74040484	1
362663_ECP_1216	362663_ECP_1217	1	0.4877144	0
362663_ECP_0022	362663_ECP_4448	1	0.6610951	1
362663_ECP_3935	362663_ECP_3936	1	0.44420254	0
362663_ECP_2611	362663_ECP_3403	1	0.9874594	1
362663_ECP_0709	362663_ECP_1796	1	0.2908324	0
362663_ECP_2898	362663_ECP_2901	1	0.08815689	0
362663_ECP_0675	362663_ECP_0676	1	0.47419482	0
362663_ECP_0161	362663_ECP_0622	1	0.06393714	0
362663_ECP_0180	362663_ECP_3403	1	0.98456025	1
362663_ECP_3314	362663_ECP_3395	1	0.99929255	1
362663_ECP_2316	362663_ECP_2319	1	0.6330816	1
362663_ECP_3385	362663_ECP_3431	1	0.85428995	1
362663_ECP_2277	362663_ECP_2641	1	0.6046604	1
362663_ECP_3571	362663_ECP_3572	1	0.2272011	0
362663_ECP_3398	362663_ECP_3409	1	0.9999547	1
362663_ECP_3089	362663_ECP_3090	1	0.33756465	0
362663_ECP_3385	362663_ECP_4145	1	0.6022927	1
362663_ECP_3345	362663_ECP_3346	1	0.42275813	0
362663_ECP_3397	362663_ECP_3408	1	0.9403045	1
362663_ECP_3400	362663_ECP_4197	1	0.81826246	1
362663_ECP_0177	362663_ECP_3382	1	0.99517936	1
362663_ECP_3401	362663_ECP_4198	1	0.76704323	1
362663_ECP_3933	362663_ECP_3934	1	0.9804603	1
362663_ECP_3389	362663_ECP_3395	1	0.99973774	1
362663_ECP_1873	362663_ECP_1879	1	0.46858984	0
362663_ECP_0691	362663_ECP_2439	1	0.3234956	0
362663_ECP_0106	362663_ECP_0107	1	0.29955962	0
362663_ECP_3119	362663_ECP_3600	1	0.050918672	0
362663_ECP_3403	362663_ECP_3405	1	0.99913406	1
362663_ECP_2638	362663_ECP_2640	1	0.31813863	0
362663_ECP_3313	362663_ECP_3400	1	0.9105613	1
362663_ECP_3287	362663_ECP_3289	1	0.10485922	0
362663_ECP_2607	362663_ECP_4197	1	0.9972123	1
362663_ECP_2477	362663_ECP_2929	1	0.89649355	1
362663_ECP_0180	362663_ECP_1663	1	0.9836979	1
362663_ECP_0123	362663_ECP_0738	1	0.7722149	1
362663_ECP_3393	362663_ECP_3396	1	0.9483826	1
362663_ECP_0041	362663_ECP_0042	1	0.34891993	0
362663_ECP_3404	362663_ECP_3405	1	0.999245	1
362663_ECP_3273	362663_ECP_3402	1	0.99907565	1
362663_ECP_2073	362663_ECP_2074	1	0.77022135	1
362663_ECP_3385	362663_ECP_3402	1	0.9094443	1
362663_ECP_1664	362663_ECP_3431	1	0.719816	1
362663_ECP_3429	362663_ECP_4448	1	0.98895144	1
362663_ECP_3397	362663_ECP_3409	1	0.99794245	1
362663_ECP_0177	362663_ECP_3735	1	0.91890085	1
362663_ECP_2915	362663_ECP_2916	1	0.35239643	0
362663_ECP_2682	362663_ECP_2683	1	0.17283803	0
362663_ECP_0922	362663_ECP_3391	1	0.9978624	1
362663_ECP_3400	362663_ECP_3431	1	0.7894875	1
362663_ECP_3393	362663_ECP_3405	1	0.9922774	1
362663_ECP_3405	362663_ECP_4197	1	0.96555346	1
362663_ECP_2526	362663_ECP_2535	1	0.46333647	0
362663_ECP_0922	362663_ECP_3734	1	0.9972396	1
362663_ECP_2607	362663_ECP_3407	1	0.99957645	1
362663_ECP_0180	362663_ECP_3385	1	0.94125503	1
362663_ECP_2283	362663_ECP_3149	1	0.20538837	0
362663_ECP_2268	362663_ECP_4059	1	0.68575716	1
362663_ECP_3384	362663_ECP_4199	1	0.71228266	1
362663_ECP_2315	362663_ECP_2326	1	0.77062595	1
362663_ECP_4367	362663_ECP_4368	1	0.280457	0
362663_ECP_0177	362663_ECP_3429	1	0.80142474	1
362663_ECP_3430	362663_ECP_4196	1	0.9682183	1
362663_ECP_2100	362663_ECP_2102	1	0.36475176	0
362663_ECP_3385	362663_ECP_3398	1	0.99627155	1
362663_ECP_2607	362663_ECP_3395	1	0.9995607	1
362663_ECP_0791	362663_ECP_0792	1	0.017532269	0
362663_ECP_3392	362663_ECP_3402	1	0.887075	1
362663_ECP_3273	362663_ECP_3382	1	0.9997581	1
362663_ECP_3385	362663_ECP_3432	1	0.99511516	1
362663_ECP_1663	362663_ECP_3402	1	0.8739452	1
362663_ECP_1081	362663_ECP_4145	1	0.6291919	1
362663_ECP_1259	362663_ECP_3385	1	0.99154717	1
362663_ECP_1664	362663_ECP_2607	1	0.7961795	1
362663_ECP_0622	362663_ECP_3117	1	0.06497215	0
362663_ECP_2268	362663_ECP_4400	1	0.54822296	1
362663_ECP_3382	362663_ECP_3409	1	0.98676586	1
362663_ECP_1665	362663_ECP_3313	1	0.99376047	1
362663_ECP_3923	362663_ECP_3927	1	0.34047258	0
362663_ECP_2034	362663_ECP_3605	1	0.3768143	0
362663_ECP_0022	362663_ECP_3314	1	0.9898125	1
362663_ECP_0922	362663_ECP_3155	1	0.9977097	1
362663_ECP_3253	362663_ECP_4199	1	0.86011183	1
362663_ECP_0177	362663_ECP_3392	1	0.92006755	1
362663_ECP_1477	362663_ECP_1497	1	0.16442057	0
362663_ECP_0736	362663_ECP_0738	1	0.7863107	1
362663_ECP_3407	362663_ECP_3408	1	0.8883225	1
362663_ECP_1831	362663_ECP_1832	1	0.1861999	0
362663_ECP_3253	362663_ECP_4447	1	0.99759626	1
362663_ECP_1311	362663_ECP_1312	1	0.47168812	0
362663_ECP_0073	362663_ECP_0074	1	0.69146043	1
362663_ECP_4340	362663_ECP_4341	1	0.56164193	1
362663_ECP_0731	362663_ECP_3319	1	0.54410356	1
362663_ECP_1259	362663_ECP_4448	1	0.9420961	1
362663_ECP_1085	362663_ECP_1087	1	0.8400591	1
362663_ECP_0845	362663_ECP_0846	1	0.35482514	0
362663_ECP_2262	362663_ECP_2263	1	0.01856989	0
362663_ECP_3391	362663_ECP_3403	1	0.99292076	1
362663_ECP_3395	362663_ECP_3406	1	0.9998734	1
362663_ECP_2732	362663_ECP_2734	1	0.4599992	0
362663_ECP_0177	362663_ECP_3395	1	0.99637187	1
362663_ECP_1247	362663_ECP_1248	1	0.2815201	0
362663_ECP_3389	362663_ECP_3398	1	0.99990094	1
362663_ECP_1663	362663_ECP_3313	1	0.9953747	1
362663_ECP_3398	362663_ECP_3404	1	0.99994624	1
362663_ECP_2837	362663_ECP_2838	1	0.00014826411	0
362663_ECP_1362	362663_ECP_1370	1	0.24529332	0
362663_ECP_0447	362663_ECP_1639	1	0.007176864	0
362663_ECP_1255	362663_ECP_2351	1	0.84843814	1
362663_ECP_3253	362663_ECP_3394	1	0.9973497	1
362663_ECP_0909	362663_ECP_1477	1	0.3488639	0
362663_ECP_3641	362663_ECP_3646	1	0.5646143	1
362663_ECP_2607	362663_ECP_3394	1	0.9985111	1
362663_ECP_3398	362663_ECP_3403	1	0.9974909	1
362663_ECP_0922	362663_ECP_3396	1	0.9994222	1
362663_ECP_2931	362663_ECP_2933	1	0.52767026	1
362663_ECP_2491	362663_ECP_2598	1	0.42831087	0
362663_ECP_1421	362663_ECP_2915	1	0.6142834	1
362663_ECP_3385	362663_ECP_3386	1	0.96460307	1
362663_ECP_2743	362663_ECP_2744	1	0.16866523	0
362663_ECP_2219	362663_ECP_2221	1	0.5983081	1
362663_ECP_3407	362663_ECP_3429	1	0.77744174	1
362663_ECP_0447	362663_ECP_3369	1	0.0043872115	0
362663_ECP_4341	362663_ECP_4343	1	0.077892706	0
362663_ECP_3643	362663_ECP_3646	1	0.39051795	0
362663_ECP_3384	362663_ECP_3403	1	0.96874	1
362663_ECP_3385	362663_ECP_3399	1	0.9778784	1
362663_ECP_3389	362663_ECP_3393	1	0.9979744	1
362663_ECP_1443	362663_ECP_1444	1	0.6898792	1
362663_ECP_3313	362663_ECP_4758	1	0.9332526	1
362663_ECP_3280	362663_ECP_3281	1	0.11561979	0
362663_ECP_2830	362663_ECP_4172	1	0.31017035	0
362663_ECP_2610	362663_ECP_3404	1	0.99450433	1
362663_ECP_4397	362663_ECP_4398	1	0.0016740676	0
362663_ECP_2610	362663_ECP_3402	1	0.8916944	1
362663_ECP_3394	362663_ECP_3396	1	0.9970331	1
362663_ECP_0022	362663_ECP_3390	1	0.8604554	1
362663_ECP_0009	362663_ECP_0709	1	0.56772435	1
362663_ECP_0180	362663_ECP_2610	1	0.9574591	1
362663_ECP_1546	362663_ECP_1547	1	0.72516215	1
362663_ECP_3400	362663_ECP_3735	1	0.96285474	1
362663_ECP_3313	362663_ECP_4448	1	0.6186811	1
362663_ECP_3253	362663_ECP_4196	1	0.99686193	1
362663_ECP_2800	362663_ECP_2801	1	0.7977443	1
362663_ECP_3406	362663_ECP_3408	1	0.99345386	1
362663_ECP_3388	362663_ECP_3398	1	0.93702537	1
362663_ECP_1555	362663_ECP_4400	1	0.64378995	1
362663_ECP_2510	362663_ECP_4219	1	0.54233646	1
362663_ECP_3109	362663_ECP_4315	1	0.16950263	0
362663_ECP_0842	362663_ECP_0845	1	0.1655276	0
362663_ECP_2531	362663_ECP_2533	1	0.37814808	0
362663_ECP_2336	362663_ECP_3208	1	0.3491943	0
362663_ECP_2531	362663_ECP_2534	1	0.29816157	0
362663_ECP_2610	362663_ECP_3429	1	0.6688833	1
362663_ECP_3386	362663_ECP_3390	1	0.9834604	1
362663_ECP_0023	362663_ECP_1609	1	0.24287724	0
362663_ECP_3407	362663_ECP_4197	1	0.8804704	1
362663_ECP_3931	362663_ECP_3933	1	0.93761873	1
362663_ECP_3223	362663_ECP_3224	1	0.0010715832	0
362663_ECP_1081	362663_ECP_3403	1	0.84009516	1
362663_ECP_2552	362663_ECP_4219	1	0.41708314	0
362663_ECP_1474	362663_ECP_1477	1	0.40325883	0
362663_ECP_2459	362663_ECP_2468	1	0.2958884	0
362663_ECP_3313	362663_ECP_4196	1	0.97113466	1
362663_ECP_3393	362663_ECP_3734	1	0.9823326	1
362663_ECP_0022	362663_ECP_4196	1	0.9277766	1
362663_ECP_1975	362663_ECP_4059	1	0.6487007	1
362663_ECP_3386	362663_ECP_3402	1	0.9741623	1
362663_ECP_3391	362663_ECP_4196	1	0.99684644	1
362663_ECP_0670	362663_ECP_1091	1	0.67623377	1
362663_ECP_0896	362663_ECP_0897	1	0.5031303	1
362663_ECP_3388	362663_ECP_3407	1	0.9690298	1
362663_ECP_0177	362663_ECP_3386	1	0.9919984	1
362663_ECP_3365	362663_ECP_3366	1	0.47095865	0
362663_ECP_3430	362663_ECP_4197	1	0.9516808	1
362663_ECP_3403	362663_ECP_4196	1	0.98659754	1
362663_ECP_1786	362663_ECP_4508	1	0.0023715205	0
362663_ECP_3403	362663_ECP_3408	1	0.9535774	1
362663_ECP_0490	362663_ECP_0491	1	0.2233971	0
362663_ECP_2345	362663_ECP_2347	1	0.04428113	0
362663_ECP_0922	362663_ECP_4145	1	0.89432156	1
362663_ECP_2611	362663_ECP_3406	1	0.9805182	1
362663_ECP_1828	362663_ECP_3162	1	0.32347772	0
362663_ECP_1339	362663_ECP_1394	1	0.13900526	0
362663_ECP_3314	362663_ECP_3394	1	0.9864028	1
362663_ECP_1498	362663_ECP_1499	1	0.2108913	0
362663_ECP_3431	362663_ECP_3432	1	0.9994235	1
362663_ECP_2598	362663_ECP_2617	1	0.71640956	1
362663_ECP_3382	362663_ECP_4196	1	0.86832404	1
362663_ECP_1664	362663_ECP_3384	1	0.70536983	1
362663_ECP_0180	362663_ECP_3405	1	0.994172	1
362663_ECP_1348	362663_ECP_1351	1	0.30848214	0
362663_ECP_2493	362663_ECP_2791	1	0.21887235	0
362663_ECP_4199	362663_ECP_4447	1	0.97524166	1
362663_ECP_3430	362663_ECP_3734	1	0.9473018	1
362663_ECP_3390	362663_ECP_3407	1	0.998345	1
362663_ECP_0766	362663_ECP_2760	1	0.52344894	1
362663_ECP_3385	362663_ECP_3391	1	0.96162665	1
362663_ECP_3720	362663_ECP_3721	1	0.44246024	0
362663_ECP_3390	362663_ECP_3393	1	0.9787296	1
362663_ECP_3400	362663_ECP_3406	1	0.99507654	1
362663_ECP_0823	362663_ECP_0825	1	0.41295224	0
362663_ECP_3384	362663_ECP_4197	1	0.95767534	1
362663_ECP_4196	362663_ECP_4448	1	0.9191178	1
362663_ECP_3382	362663_ECP_3400	1	0.79809844	1
362663_ECP_3409	362663_ECP_4447	1	0.9968897	1
362663_ECP_2610	362663_ECP_4447	1	0.9488956	1
362663_ECP_3273	362663_ECP_3406	1	0.99975574	1
362663_ECP_0715	362663_ECP_0717	1	0.03228184	0
362663_ECP_3404	362663_ECP_4448	1	0.7486739	1
362663_ECP_2682	362663_ECP_2687	1	0.050018914	0
362663_ECP_3314	362663_ECP_3386	1	0.9946728	1
362663_ECP_0221	362663_ECP_4755	1	0.3802659	0
362663_ECP_2610	362663_ECP_4198	1	0.8974534	1
362663_ECP_0893	362663_ECP_0894	1	0.16764516	0
362663_ECP_3398	362663_ECP_3407	1	0.9998691	1
362663_ECP_1446	362663_ECP_3163	1	0.34777206	0
362663_ECP_3382	362663_ECP_4758	1	0.8895082	1
362663_ECP_0538	362663_ECP_1567	1	0.19334911	0
362663_ECP_3385	362663_ECP_3400	1	0.9113064	1
362663_ECP_3253	362663_ECP_3384	1	0.9891279	1
362663_ECP_3735	362663_ECP_4447	1	0.92578876	1
362663_ECP_3735	362663_ECP_4198	1	0.8498441	1
362663_ECP_3431	362663_ECP_4197	1	0.93313795	1
362663_ECP_0163	362663_ECP_2035	1	0.18583682	0
362663_ECP_1665	362663_ECP_3395	1	0.99267495	1
362663_ECP_1081	362663_ECP_4199	1	0.64935315	1
362663_ECP_3390	362663_ECP_3392	1	0.8807553	1
362663_ECP_3273	362663_ECP_3393	1	0.99961513	1
362663_ECP_2552	362663_ECP_4772	1	0.12937033	0
362663_ECP_3396	362663_ECP_4447	1	0.9985573	1
362663_ECP_2266	362663_ECP_2379	1	0.43723202	0
362663_ECP_0739	362663_ECP_4400	1	0.6384384	1
362663_ECP_3391	362663_ECP_3431	1	0.9863607	1
362663_ECP_3253	362663_ECP_3403	1	0.99656916	1
362663_ECP_3409	362663_ECP_3734	1	0.99860847	1
362663_ECP_3117	362663_ECP_3118	1	0.010857061	0
362663_ECP_2316	362663_ECP_2323	1	0.65036666	1
362663_ECP_1664	362663_ECP_4196	1	0.82953095	1
362663_ECP_4235	362663_ECP_4236	1	0.062866606	0
362663_ECP_1623	362663_ECP_3383	1	0.7089815	1
362663_ECP_3407	362663_ECP_4198	1	0.8873898	1
362663_ECP_3382	362663_ECP_3395	1	0.99152225	1
362663_ECP_3400	362663_ECP_3734	1	0.9858971	1
362663_ECP_1242	362663_ECP_1244	1	0.03742387	0
362663_ECP_3386	362663_ECP_3395	1	0.9982955	1
362663_ECP_3430	362663_ECP_3432	1	0.966152	1
362663_ECP_1664	362663_ECP_3396	1	0.79976916	1
362663_ECP_2610	362663_ECP_3382	1	0.9821192	1
362663_ECP_3389	362663_ECP_3408	1	0.99456036	1
362663_ECP_3313	362663_ECP_3402	1	0.9111196	1
362663_ECP_1663	362663_ECP_3401	1	0.99134874	1
362663_ECP_2684	362663_ECP_2691	1	0.3659769	0
362663_ECP_0603	362663_ECP_0605	1	0.3652543	0
362663_ECP_3385	362663_ECP_4758	1	0.95907986	1
362663_ECP_2610	362663_ECP_3385	1	0.9926709	1
362663_ECP_0022	362663_ECP_0177	1	0.7146679	1
362663_ECP_2317	362663_ECP_2327	1	0.519023	1
362663_ECP_1242	362663_ECP_2034	1	0.054061092	0
362663_ECP_0162	362663_ECP_1243	1	0.050428502	0
362663_ECP_0735	362663_ECP_0736	1	0.8774341	1
362663_ECP_1081	362663_ECP_3273	1	0.82639515	1
362663_ECP_3385	362663_ECP_3735	1	0.942561	1
362663_ECP_3873	362663_ECP_3874	1	0.09569019	0
362663_ECP_2325	362663_ECP_2327	1	0.4867705	0
362663_ECP_3394	362663_ECP_3402	1	0.9931601	1
362663_ECP_0977	362663_ECP_3083	1	0.8142748	1
362663_ECP_2439	362663_ECP_3223	1	0.04789763	0
362663_ECP_0208	362663_ECP_0209	1	0.28847465	0
362663_ECP_1242	362663_ECP_3119	1	0.0010024202	0
362663_ECP_0939	362663_ECP_1555	1	0.4783499	0
362663_ECP_3394	362663_ECP_4447	1	0.9970472	1
362663_ECP_2639	362663_ECP_2641	1	0.27215108	0
362663_ECP_0736	362663_ECP_0739	1	0.7582352	1
362663_ECP_1081	362663_ECP_3382	1	0.97501504	1
362663_ECP_3314	362663_ECP_3401	1	0.99880403	1
362663_ECP_0459	362663_ECP_3491	1	0.3554833	0
362663_ECP_1066	362663_ECP_1070	1	0.669231	1
362663_ECP_0177	362663_ECP_2610	1	0.9761293	1
362663_ECP_1117	362663_ECP_1120	1	0.60690403	1
362663_ECP_3429	362663_ECP_3432	1	0.99859357	1
362663_ECP_3384	362663_ECP_3392	1	0.91674197	1
362663_ECP_3394	362663_ECP_3432	1	0.9998402	1
362663_ECP_0014	362663_ECP_2532	1	0.4433738	0
362663_ECP_1125	362663_ECP_3490	1	0.20693083	0
362663_ECP_1226	362663_ECP_1227	1	0.32630527	0
362663_ECP_3040	362663_ECP_3042	1	0.19570461	0
362663_ECP_1081	362663_ECP_4758	1	0.9521861	1
362663_ECP_1244	362663_ECP_3118	1	0.0021729327	0
362663_ECP_4562	362663_ECP_4563	1	0.007390169	0
362663_ECP_2682	362663_ECP_2684	1	0.8278171	1
362663_ECP_0531	362663_ECP_1091	1	0.8689048	1
362663_ECP_3391	362663_ECP_4197	1	0.9910736	1
362663_ECP_3374	362663_ECP_3403	1	0.8964697	1
362663_ECP_3386	362663_ECP_3396	1	0.9892863	1
362663_ECP_2317	362663_ECP_2324	1	0.48795056	0
362663_ECP_3735	362663_ECP_4197	1	0.8258134	1
362663_ECP_3391	362663_ECP_4758	1	0.9970131	1
362663_ECP_3391	362663_ECP_3396	1	0.9968827	1
362663_ECP_3399	362663_ECP_3409	1	0.9993899	1
362663_ECP_3963	362663_ECP_3964	1	0.5677189	1
362663_ECP_2683	362663_ECP_2687	1	0.0068044546	0
362663_ECP_2611	362663_ECP_3392	1	0.9342154	1
362663_ECP_3210	362663_ECP_3962	1	0.21703419	0
362663_ECP_3392	362663_ECP_3399	1	0.97541517	1
362663_ECP_1364	362663_ECP_1370	1	0.005569858	0
362663_ECP_0622	362663_ECP_2033	1	0.08988735	0
362663_ECP_0491	362663_ECP_0492	1	0.5115638	1
362663_ECP_1029	362663_ECP_1031	1	0.11396646	0
362663_ECP_2441	362663_ECP_2451	1	0.0025319057	0
362663_ECP_2611	362663_ECP_3906	1	0.30597758	0
362663_ECP_0079	362663_ECP_3965	1	0.27944246	0
362663_ECP_0177	362663_ECP_1259	1	0.4062816	0
362663_ECP_3932	362663_ECP_3935	1	0.5738898	1
362663_ECP_1362	362663_ECP_1364	1	0.44709384	0
362663_ECP_3392	362663_ECP_4447	1	0.94544107	1
362663_ECP_3253	362663_ECP_3405	1	0.9986892	1
362663_ECP_3405	362663_ECP_3406	1	0.9997276	1
362663_ECP_4234	362663_ECP_4237	1	0.102195725	0
362663_ECP_3391	362663_ECP_3402	1	0.9915453	1
362663_ECP_3402	362663_ECP_4145	1	0.6638206	1
362663_ECP_3391	362663_ECP_4448	1	0.92813146	1
362663_ECP_3393	362663_ECP_3406	1	0.9913496	1
362663_ECP_3548	362663_ECP_3551	1	0.51704645	1
362663_ECP_2510	362663_ECP_2948	1	0.39768165	0
362663_ECP_2439	362663_ECP_2926	1	0.0009833802	0
362663_ECP_1259	362663_ECP_3313	1	0.94887817	1
362663_ECP_3313	362663_ECP_3431	1	0.8419636	1
362663_ECP_0622	362663_ECP_1244	1	0.1166863	0
362663_ECP_0691	362663_ECP_1113	1	0.22568682	0
362663_ECP_3407	362663_ECP_4196	1	0.96285105	1
362663_ECP_0076	362663_ECP_3963	1	0.9211782	1
362663_ECP_3403	362663_ECP_3409	1	0.9990381	1
362663_ECP_1125	362663_ECP_2394	1	0.5107341	1
362663_ECP_1244	362663_ECP_3119	1	0.0025219268	0
362663_ECP_0180	362663_ECP_3313	1	0.9813084	1
362663_ECP_0180	362663_ECP_3382	1	0.9919928	1
362663_ECP_3932	362663_ECP_3934	1	0.8369818	1
362663_ECP_1081	362663_ECP_3734	1	0.9739561	1
362663_ECP_3406	362663_ECP_3734	1	0.99950004	1
362663_ECP_0590	362663_ECP_4219	1	0.61460274	1
362663_ECP_1663	362663_ECP_3399	1	0.9367111	1
362663_ECP_2315	362663_ECP_2319	1	0.577768	1
362663_ECP_3390	362663_ECP_3394	1	0.9723619	1
362663_ECP_2610	362663_ECP_3408	1	0.8786143	1
362663_ECP_3394	362663_ECP_3407	1	0.9996221	1
362663_ECP_2855	362663_ECP_3626	1	0.21782978	0
362663_ECP_3386	362663_ECP_3735	1	0.9792606	1
362663_ECP_3314	362663_ECP_3735	1	0.9871692	1
362663_ECP_3408	362663_ECP_3735	1	0.9904725	1
362663_ECP_2658	362663_ECP_2659	1	0.44566828	0
362663_ECP_2610	362663_ECP_3314	1	0.9922508	1
362663_ECP_0712	362663_ECP_3113	1	0.35446435	0
362663_ECP_2355	362663_ECP_3340	1	0.6398076	1
362663_ECP_2610	362663_ECP_3399	1	0.9750922	1
362663_ECP_3407	362663_ECP_3409	1	0.99666655	1
362663_ECP_1085	362663_ECP_2362	1	0.6489711	1
362663_ECP_0163	362663_ECP_1242	1	0.2744555	0
362663_ECP_1826	362663_ECP_1829	1	0.17830652	0
362663_ECP_0807	362663_ECP_0808	1	0.37645406	0
362663_ECP_3573	362663_ECP_3574	1	0.1448486	0
