proteinA	proteinB	label	prediction	predictionLabel
4932_YGR227W	4932_YOR085W	1	0.18492411	0
4932_YCL004W	4932_YLR052W	1	0.0019413804	0
4932_YHR058C	4932_YPR070W	1	0.66814226	1
4932_YGR108W	4932_YPR025C	1	0.43732953	0
4932_YCR003W	4932_YER050C	1	0.9954909	1
4932_YGL103W	4932_YLR075W	1	0.99999505	1
4932_YDR405W	4932_YLR439W	1	0.99787307	1
4932_YBR142W	4932_YKL172W	1	0.68515825	1
4932_YHR013C	4932_YOR063W	1	0.19456987	0
4932_YLR378C	4932_YPL253C	1	0.3782007	0
4932_YKL028W	4932_YPR187W	1	0.6539383	1
4932_YDR243C	4932_YGR074W	1	0.8045206	1
4932_YGL055W	4932_YNL111C	1	0.18384957	0
4932_YDR254W	4932_YOL054W	1	0.17318548	0
4932_YNL047C	4932_YNL055C	1	0.058385544	0
4932_YDL160C	4932_YNR052C	1	0.6046703	1
4932_YJR002W	4932_YKL099C	1	0.82944655	1
4932_YDR086C	4932_YOR234C	1	0.794616	1
4932_YLR438C-A	4932_YPR178W	1	0.99619657	1
4932_YDR468C	4932_YLR078C	1	0.6918775	1
4932_YOR189W	4932_YPR018W	1	5.0306553e-05	0
4932_YKL117W	4932_YKL180W	1	0.99398845	1
4932_YMR203W	4932_YNL070W	1	0.6932375	1
4932_YAR003W	4932_YPL138C	1	0.47409314	0
4932_YEL050C	4932_YOR150W	1	0.990884	1
4932_YMR286W	4932_YPL013C	1	0.9977849	1
4932_YFR032C-A	4932_YGR034W	1	0.9998797	1
4932_YOR159C	4932_YPL178W	1	0.7491869	1
4932_YCR031C	4932_YGR085C	1	0.9999652	1
4932_YGL115W	4932_YJL164C	1	0.3109979	0
4932_YBR181C	4932_YLR340W	1	0.9996675	1
4932_YDR079C-A	4932_YKL058W	1	0.28795898	0
4932_YGL212W	4932_YLR026C	1	0.8238851	1
4932_YDR427W	4932_YER021W	1	0.8690796	1
4932_YDL014W	4932_YHR203C	1	0.9999959	1
4932_YIL144W	4932_YJR042W	1	0.6421118	1
4932_YBR048W	4932_YIL133C	1	0.9999998	1
4932_YMR159C	4932_YOR212W	1	0.150601	0
4932_YNL005C	4932_YPR166C	1	0.99852777	1
4932_YJR082C	4932_YLR455W	1	0.40847307	0
4932_YER131W	4932_YPL081W	1	0.9998058	1
4932_YCR003W	4932_YNR036C	1	0.99998873	1
4932_YBR009C	4932_YDL070W	1	0.66997075	1
4932_YBR282W	4932_YNR036C	1	0.9999922	1
4932_YBR009C	4932_YOR337W	1	0.36299583	0
4932_YKR094C	4932_YMR022W	1	0.9998402	1
4932_YBL081W	4932_YPR173C	1	0.13015708	0
4932_YIL091C	4932_YLR186W	1	0.59175676	1
4932_YDL059C	4932_YDR510W	1	0.10397263	0
4932_YDL213C	4932_YJR002W	1	0.7533989	1
4932_YNL096C	4932_YOR310C	1	0.9997095	1
4932_YDR473C	4932_YER146W	1	0.64939785	1
4932_YGL031C	4932_YLR287C-A	1	0.987795	1
4932_YLL036C	4932_YPL151C	1	0.9703635	1
4932_YKL074C	4932_YMR213W	1	0.8463899	1
4932_YDR098C	4932_YGL071W	1	0.014708209	0
4932_YMR186W	4932_YOR007C	1	0.578679	1
4932_YDR013W	4932_YOL146W	1	0.5360582	1
4932_YDL167C	4932_YNL016W	1	0.26011273	0
4932_YBR247C	4932_YIL019W	1	0.824219	1
4932_YLR029C	4932_YLR344W	1	0.9999998	1
4932_YLR044C	4932_YNL281W	1	0.39901245	0
4932_YBL072C	4932_YLR287C-A	1	0.99292827	1
4932_YDL061C	4932_YDR025W	1	0.999951	1
4932_YBL003C	4932_YDL055C	1	0.1794951	0
4932_YER041W	4932_YML095C	1	0.28679824	0
4932_YDR496C	4932_YPL211W	1	0.6110417	1
4932_YBR267W	4932_YKL009W	1	0.997989	1
4932_YHR026W	4932_YJR121W	1	0.41156858	0
4932_YBR181C	4932_YPR080W	1	0.9106047	1
4932_YFR037C	4932_YLR274W	1	0.92238104	1
4932_YNL121C	4932_YOL026C	1	0.22347274	0
4932_YGR214W	4932_YLR406C	1	0.9999725	1
4932_YGL212W	4932_YLR268W	1	0.9669397	1
4932_YKL081W	4932_YKL104C	1	0.57825255	1
4932_YER148W	4932_YIL021W	1	0.977684	1
4932_YJL001W	4932_YOR117W	1	0.710405	1
4932_YBL090W	4932_YDR041W	1	0.9999222	1
4932_YDL098C	4932_YNL147W	1	0.92931134	1
4932_YBR039W	4932_YOL077W-A	1	0.5806097	1
4932_YJL136C	4932_YLL045C	1	0.999763	1
4932_YDR163W	4932_YER029C	1	1.209105e-06	0
4932_YBR060C	4932_YJL194W	1	0.2924766	0
4932_YNL107W	4932_YPL255W	1	0.14950019	0
4932_YBL072C	4932_YGR103W	1	0.8451813	1
4932_YLR197W	4932_YPL266W	1	0.17353356	0
4932_YGR013W	4932_YHR086W	1	0.17920698	0
4932_YDL213C	4932_YPL266W	1	0.16591695	0
4932_YHR166C	4932_YPR119W	1	0.7218024	1
4932_YMR116C	4932_YPL106C	1	0.99980515	1
4932_YBR170C	4932_YLR044C	1	0.50107175	1
4932_YAL038W	4932_YPL131W	1	0.9417728	1
4932_YBL050W	4932_YLR268W	1	0.8395499	1
4932_YBL072C	4932_YMR158W	1	0.9996011	1
4932_YDR381W	4932_YOR319W	1	0.9974407	1
4932_YDL028C	4932_YPR046W	1	0.024444543	0
4932_YBL003C	4932_YBR196C	1	0.14954913	0
4932_YGR214W	4932_YLR448W	1	0.99993867	1
4932_YER029C	4932_YLL036C	1	0.6966888	1
4932_YCL050C	4932_YJR121W	1	1.3422654e-05	0
4932_YBL041W	4932_YOR157C	1	0.75988466	1
4932_YKL192C	4932_YML012W	1	0.17371988	0
4932_YKL078W	4932_YNL224C	1	0.67045856	1
4932_YMR290C	4932_YPL211W	1	0.92722344	1
4932_YDR328C	4932_YPL209C	1	0.08585469	0
4932_YLR287C-A	4932_YMR260C	1	0.95207447	1
4932_YDR138W	4932_YHR167W	1	0.34696367	0
4932_YBR279W	4932_YGR104C	1	0.32302538	0
4932_YDR021W	4932_YGL076C	1	0.69414556	1
4932_YNL284C	4932_YNR036C	1	0.9999967	1
4932_YGL099W	4932_YMR242C	1	0.99997395	1
4932_YNR006W	4932_YOR089C	1	0.3743656	0
4932_YGR027C	4932_YOR234C	1	0.9985312	1
4932_YDL004W	4932_YLR447C	1	0.6429074	1
4932_YIL065C	4932_YKR036C	1	0.35511208	0
4932_YER136W	4932_YFL038C	1	0.43387347	0
4932_YFR004W	4932_YHR200W	1	0.6847814	1
4932_YDL081C	4932_YDL083C	1	0.99976045	1
4932_YHR197W	4932_YKR081C	1	0.9898701	1
4932_YJL138C	4932_YOL040C	1	0.98103744	1
4932_YKR014C	4932_YNL093W	1	0.029014435	0
4932_YFR043C	4932_YLR170C	1	0.3475492	0
4932_YBL045C	4932_YDL189W	1	0.09150553	0
4932_YLR229C	4932_YNL098C	1	0.4153959	0
4932_YDR323C	4932_YER031C	1	0.28225663	0
4932_YDR296W	4932_YPR100W	1	0.9975128	1
4932_YML105C	4932_YOR196C	1	0.30915114	0
4932_YDR381W	4932_YJL006C	1	0.6219264	1
4932_YCL043C	4932_YDR353W	1	0.24006307	0
4932_YER029C	4932_YLR197W	1	0.99753714	1
4932_YBL003C	4932_YPL055C	1	0.25549367	0
4932_YDR045C	4932_YOL005C	1	0.921731	1
4932_YLR038C	4932_YML125C	1	0.17136164	0
4932_YBR169C	4932_YOR232W	1	0.98540044	1
4932_YGR214W	4932_YOL040C	1	0.9999707	1
4932_YGR192C	4932_YNL027W	1	0.3497306	0
4932_YFL018C	4932_YJL034W	1	0.6117415	1
4932_YGL076C	4932_YJL136C	1	0.9858165	1
4932_YJL124C	4932_YNL147W	1	0.940584	1
4932_YJR113C	4932_YNL122C	1	0.99945766	1
4932_YGL190C	4932_YJL014W	1	0.37185907	0
4932_YCR077C	4932_YER165W	1	0.97857785	1
4932_YDL013W	4932_YFL009W	1	0.30057275	0
4932_YCL059C	4932_YOL010W	1	0.796719	1
4932_YKR001C	4932_YPR052C	1	0.34771198	0
4932_YBR167C	4932_YGR030C	1	0.11529795	0
4932_YJL177W	4932_YNL178W	1	0.9887804	1
4932_YBR288C	4932_YPL259C	1	0.8025794	1
4932_YOR004W	4932_YOR096W	1	0.99991775	1
4932_YLR441C	4932_YOL040C	1	0.99986875	1
4932_YBL002W	4932_YMR091C	1	0.49850687	0
4932_YHL001W	4932_YJR094W-A	1	0.99840724	1
4932_YJR101W	4932_YKL003C	1	0.5041136	1
4932_YDL113C	4932_YJL053W	1	0.14865878	0
4932_YDR499W	4932_YNL312W	1	0.927536	1
4932_YBR169C	4932_YPL240C	1	0.96022224	1
4932_YOR073W	4932_YPL209C	1	0.038963158	0
4932_YMR061W	4932_YPR107C	1	0.5062889	1
4932_YDR398W	4932_YOL010W	1	0.7893274	1
4932_YHR203C	4932_YLR061W	1	0.87710834	1
4932_YBR126C	4932_YDR001C	1	0.58096397	1
4932_YLR074C	4932_YNL061W	1	0.90585995	1
4932_YOR039W	4932_YOR272W	1	0.62323093	1
4932_YHR203C	4932_YMR143W	1	0.9993676	1
4932_YBR167C	4932_YNL246W	1	0.20765394	0
4932_YER095W	4932_YNL312W	1	0.9800493	1
4932_YJR123W	4932_YMR108W	1	0.7387974	1
4932_YDR054C	4932_YDR139C	1	0.9009679	1
4932_YCL031C	4932_YLR276C	1	0.94200915	1
4932_YAL005C	4932_YLR212C	1	0.65396404	1
4932_YDL092W	4932_YPR088C	1	0.6449257	1
4932_YGL111W	4932_YOR272W	1	0.98432314	1
4932_YFL039C	4932_YOR189W	1	0.3650638	0
4932_YCR079W	4932_YGL070C	1	0.077811174	0
4932_YDR375C	4932_YEL024W	1	0.19224554	0
4932_YKL009W	4932_YNL178W	1	0.9241067	1
4932_YGR159C	4932_YLR175W	1	0.9982623	1
4932_YCR071C	4932_YGL129C	1	0.97864175	1
4932_YBL026W	4932_YPL151C	1	0.9998609	1
4932_YFL034C-A	4932_YHL015W	1	0.99672425	1
4932_YCL029C	4932_YER016W	1	0.07279034	0
4932_YMR290C	4932_YNL075W	1	0.99801373	1
4932_YOL121C	4932_YOR145C	1	0.89100945	1
4932_YDR429C	4932_YMR230W	1	0.9675814	1
4932_YDR101C	4932_YHR052W	1	0.8226954	1
4932_YEL026W	4932_YNL301C	1	0.9991684	1
4932_YJR135C	4932_YMR117C	1	0.5015424	1
4932_YOR107W	4932_YOR212W	1	0.0025308891	0
4932_YOL094C	4932_YOR224C	1	0.56817174	1
4932_YER148W	4932_YNL206C	1	0.768391	1
4932_YBL041W	4932_YLL039C	1	0.9321525	1
4932_YLR009W	4932_YMR142C	1	0.9995967	1
4932_YKL180W	4932_YKR084C	1	0.7898835	1
4932_YCR052W	4932_YPR034W	1	0.05405119	0
4932_YKL041W	4932_YKR035W-A	1	0.7172097	1
4932_YJR005W	4932_YLR170C	1	0.8686185	1
4932_YGL009C	4932_YNL209W	1	0.3420808	0
4932_YBR268W	4932_YPR166C	1	0.9982276	1
4932_YGL189C	4932_YPL178W	1	0.95241344	1
4932_YGR077C	4932_YNL214W	1	8.450706e-06	0
4932_YJR007W	4932_YLR276C	1	0.96912575	1
4932_YNL312W	4932_YOR144C	1	0.8556825	1
4932_YLR268W	4932_YOR075W	1	0.62852764	1
4932_YFL013C	4932_YKR029C	1	0.14575456	0
4932_YDL066W	4932_YKL106W	1	0.76169777	1
4932_YEL003W	4932_YLR200W	1	0.8725365	1
4932_YIL094C	4932_YKL008C	1	0.24939358	0
4932_YIL042C	4932_YNL071W	1	0.69390345	1
4932_YER171W	4932_YGL043W	1	0.9861566	1
4932_YFL009W	4932_YIL001W	1	0.37387776	0
4932_YHR123W	4932_YNL130C	1	0.0011353008	0
4932_YJL136C	4932_YJR094W-A	1	0.99879235	1
4932_YFR001W	4932_YHL001W	1	0.9989836	1
4932_YHL033C	4932_YLR406C	1	0.9999762	1
4932_YNL006W	4932_YPL055C	1	0.14272574	0
4932_YBR009C	4932_YMR127C	1	0.5024474	1
4932_YDR021W	4932_YGL103W	1	0.52207124	1
4932_YDR235W	4932_YPL213W	1	0.4553827	0
4932_YFR032C-A	4932_YGL189C	1	0.9995711	1
4932_YKL132C	4932_YOR241W	1	0.04857299	0
4932_YBR006W	4932_YPL262W	1	0.8596182	1
4932_YBL072C	4932_YNL207W	1	0.6509149	1
4932_YER051W	4932_YNL031C	1	0.20662841	0
4932_YCR072C	4932_YNL182C	1	0.8002273	1
4932_YLR335W	4932_YOR046C	1	0.994974	1
4932_YGL076C	4932_YHL015W	1	0.9997213	1
4932_YDR447C	4932_YGL076C	1	0.9998412	1
4932_YHR088W	4932_YMR093W	1	0.98725456	1
4932_YFR032C-A	4932_YLR287C-A	1	0.99227166	1
4932_YBL045C	4932_YGR183C	1	0.8091943	1
4932_YDR320C-A	4932_YPR046W	1	0.33492532	0
4932_Q0045	4932_YGL187C	1	0.6395033	1
4932_YDR368W	4932_YNL166C	1	0.038499907	0
4932_YDR121W	4932_YJL115W	1	0.72167635	1
4932_YKR081C	4932_YNL002C	1	0.50476354	1
4932_YGR241C	4932_YNL183C	1	0.16757642	0
4932_YIL104C	4932_YMR296C	1	0.355493	0
4932_YDL082W	4932_YOR234C	1	0.99998677	1
4932_YER131W	4932_YIL070C	1	0.60502523	1
4932_YDL007W	4932_YIL007C	1	0.366067	0
4932_YDL065C	4932_YOL147C	1	0.59910756	1
4932_YEL026W	4932_YER102W	1	0.99999475	1
4932_YCR052W	4932_YMR072W	1	0.2231285	0
4932_YLL022C	4932_YNL030W	1	0.30956236	0
4932_YGL200C	4932_YLR372W	1	0.012026624	0
4932_YMR146C	4932_YMR230W	1	0.9868567	1
4932_YIL007C	4932_YOR261C	1	0.34349993	0
4932_YER050C	4932_YGR118W	1	0.99997514	1
4932_YBL041W	4932_YFR050C	1	0.73109967	1
4932_YLR009W	4932_YOR206W	1	0.8846885	1
4932_YOL061W	4932_YOL146W	1	0.09776467	0
4932_YOR243C	4932_YOR356W	1	0.71705645	1
4932_YHR148W	4932_YIL069C	1	0.99958146	1
4932_YBR119W	4932_YIR009W	1	0.4499936	0
4932_YLR197W	4932_YMR236W	1	0.77649516	1
4932_YMR235C	4932_YNL031C	1	0.68043363	1
4932_YNR007C	4932_YPR066W	1	0.16486837	0
4932_YBR154C	4932_YKL058W	1	0.7099924	1
4932_YKR029C	4932_YMR236W	1	0.43569857	0
4932_YOL040C	4932_YOR312C	1	0.9999932	1
4932_YCL010C	4932_YGL127C	1	0.17785177	0
4932_YGL058W	4932_YOR144C	1	0.7951391	1
4932_YFL049W	4932_YGL071W	1	0.009309757	0
4932_YBL087C	4932_YMR230W	1	0.999179	1
4932_YGR112W	4932_YML129C	1	0.42841637	0
4932_YHR171W	4932_YNL255C	1	0.50105095	1
4932_YEL053C	4932_YPR051W	1	0.62276495	1
4932_YDR328C	4932_YGR108W	1	0.3193705	0
4932_YGR246C	4932_YJL011C	1	0.8113633	1
4932_YMR158W	4932_YOR150W	1	0.9999903	1
4932_YBR267W	4932_YNL227C	1	0.6369961	1
4932_YDR237W	4932_YDR382W	1	0.6484853	1
4932_YHR051W	4932_YOR065W	1	0.9999768	1
4932_YBR159W	4932_YDL191W	1	0.34666997	0
4932_YML009C	4932_YMR158W	1	0.9990171	1
4932_YBL002W	4932_YNL021W	1	0.3975001	0
4932_YDR299W	4932_YGR145W	1	0.99465096	1
4932_YDR321W	4932_YMR186W	1	0.17006004	0
4932_YGR103W	4932_YOR039W	1	0.64355934	1
4932_YNL016W	4932_YNL096C	1	0.80013573	1
4932_YJR053W	4932_YLR078C	1	0.41324586	0
4932_YDL081C	4932_YER074W	1	0.9998085	1
4932_YER053C	4932_YJR123W	1	0.24343671	0
4932_YGR136W	4932_YOR181W	1	0.59978414	1
4932_YLL039C	4932_YML088W	1	0.6571268	1
4932_YGL237C	4932_YML127W	1	0.20036848	0
4932_YCL059C	4932_YER082C	1	0.9998765	1
4932_YLL006W	4932_YOR045W	1	0.00016152553	0
4932_YMR183C	4932_YMR197C	1	0.9440206	1
4932_YDR381W	4932_YNL051W	1	0.8799765	1
4932_YAL047C	4932_YKL042W	1	1.6017026e-05	0
4932_YJR010C-A	4932_YLR185W	1	0.34518403	0
4932_YLR340W	4932_YPR132W	1	0.99991924	1
4932_YIL145C	4932_YNL209W	1	0.21257654	0
4932_YDL209C	4932_YFL017W-A	1	0.5203899	1
4932_Q0250	4932_YLR395C	1	0.9999906	1
4932_YDR339C	4932_YJL069C	1	0.75603896	1
4932_YHR169W	4932_YMR143W	1	0.99924684	1
4932_YDR190C	4932_YGL194C	1	0.7699549	1
4932_Q0140	4932_YGR215W	1	0.8417988	1
4932_YGL130W	4932_YOR210W	1	0.670768	1
4932_YNL113W	4932_YNL151C	1	0.53301466	1
4932_YMR017W	4932_YOR075W	1	0.4781782	0
4932_YIR008C	4932_YJR006W	1	0.8932559	1
4932_YBR217W	4932_YLR424W	1	0.61025596	1
4932_YDL075W	4932_YDR172W	1	0.9981674	1
4932_YBL072C	4932_YLR175W	1	0.9993895	1
4932_YLL049W	4932_YMR294W	1	0.9849311	1
4932_YDR405W	4932_YNR036C	1	0.9999943	1
4932_YDL028C	4932_YJL030W	1	0.75345635	1
4932_YER053C	4932_YJL066C	1	0.0011925325	0
4932_YBR222C	4932_YOR204W	1	0.538717	1
4932_YKR017C	4932_YOR294W	1	0.3004617	0
4932_YGR285C	4932_YOL059W	1	0.06746072	0
4932_YML041C	4932_YPR034W	1	0.0006448542	0
4932_YGR246C	4932_YKR008W	1	0.8741267	1
4932_YLR378C	4932_YOR063W	1	0.92230916	1
4932_YHR064C	4932_YNL077W	1	0.56622005	1
4932_YJL013C	4932_YMR001C	1	0.5352997	1
4932_YJL104W	4932_YNL328C	1	0.34162587	0
4932_YDR145W	4932_YLR055C	1	0.6346358	1
4932_YDR347W	4932_YPR080W	1	0.66468006	1
4932_YDL219W	4932_YML063W	1	0.78726065	1
4932_YFR028C	4932_YKR029C	1	0.025426958	0
4932_YDR388W	4932_YNL103W	1	0.5468024	1
4932_YDR175C	4932_YDR337W	1	0.9999925	1
4932_YGL106W	4932_YOR035C	1	0.19370447	0
4932_YGL058W	4932_YOR358W	1	0.71832514	1
4932_YLR399C	4932_YNL031C	1	0.6471883	1
4932_YGL017W	4932_YPL090C	1	0.738201	1
4932_YER165W	4932_YHR086W	1	0.2159154	0
4932_YIL001W	4932_YML088W	1	0.3427371	0
4932_YGR253C	4932_YHL011C	1	0.97790027	1
4932_YBR160W	4932_YDL155W	1	0.97375596	1
4932_YLR287C-A	4932_YPR080W	1	0.7390313	1
4932_YBR279W	4932_YGL058W	1	0.6136606	1
4932_YBL038W	4932_YMR158W	1	0.6833321	1
4932_YBR011C	4932_YKR043C	1	0.26292294	0
4932_YHL001W	4932_YJL191W	1	0.9999764	1
4932_YML085C	4932_YPR046W	1	0.0544236	0
4932_YCL059C	4932_YMR290C	1	0.9620557	1
4932_YEL056W	4932_YPL165C	1	0.15630043	0
4932_YHR089C	4932_YNL292W	1	0.8011612	1
4932_YCR031C	4932_YEL026W	1	0.99497527	1
4932_YIL106W	4932_YPR111W	1	0.20790379	0
