proteinA	proteinB	label	prediction	predictionLabel
9606_ENSP00000428884	9606_ENSP00000341268	1	0.9271805	1
9606_ENSP00000388126	9606_ENSP00000410758	1	0.9877771	1
9606_ENSP00000435766	9606_ENSP00000416120	1	0.99951863	1
9606_ENSP00000362797	9606_ENSP00000420946	1	0.87845206	1
9606_ENSP00000261416	9606_ENSP00000455545	1	0.19547485	0
9606_ENSP00000261015	9606_ENSP00000400542	1	0.999362	1
9606_ENSP00000418346	9606_ENSP00000429374	1	0.9992645	1
9606_ENSP00000346012	9606_ENSP00000434837	1	0.9988681	1
9606_ENSP00000479931	9606_ENSP00000384046	1	0.9937708	1
9606_ENSP00000463107	9606_ENSP00000386541	1	0.9977765	1
9606_ENSP00000360876	9606_ENSP00000353483	1	0.35846114	0
9606_ENSP00000363339	9606_ENSP00000481635	1	0.20660415	0
9606_ENSP00000402142	9606_ENSP00000388246	1	0.37459296	0
9606_ENSP00000482258	9606_ENSP00000458430	1	0.9999961	1
9606_ENSP00000246115	9606_ENSP00000386054	1	0.114511885	0
9606_ENSP00000452595	9606_ENSP00000475909	1	0.72097814	1
9606_ENSP00000262629	9606_ENSP00000376395	1	0.14140165	0
9606_ENSP00000300151	9606_ENSP00000480129	1	0.938233	1
9606_ENSP00000418641	9606_ENSP00000419084	1	0.99217033	1
9606_ENSP00000438450	9606_ENSP00000429901	1	0.9993837	1
9606_ENSP00000353202	9606_ENSP00000362659	1	0.9820447	1
9606_ENSP00000391114	9606_ENSP00000436218	1	0.99885654	1
9606_ENSP00000415508	9606_ENSP00000384123	1	0.76730806	1
9606_ENSP00000352333	9606_ENSP00000476100	1	0.5947948	1
9606_ENSP00000209884	9606_ENSP00000216225	1	0.29240584	0
9606_ENSP00000461082	9606_ENSP00000329592	1	0.763898	1
9606_ENSP00000249299	9606_ENSP00000426802	1	0.9982928	1
9606_ENSP00000454762	9606_ENSP00000396630	1	0.9279736	1
9606_ENSP00000460439	9606_ENSP00000305503	1	0.99999976	1
9606_ENSP00000259873	9606_ENSP00000429374	1	0.9652523	1
9606_ENSP00000420749	9606_ENSP00000434126	1	0.4161366	0
9606_ENSP00000333401	9606_ENSP00000355694	1	0.9998721	1
9606_ENSP00000223369	9606_ENSP00000376792	1	0.72991085	1
9606_ENSP00000441577	9606_ENSP00000352041	1	0.88529694	1
9606_ENSP00000471874	9606_ENSP00000385018	1	0.99999917	1
9606_ENSP00000276925	9606_ENSP00000464952	1	0.3071866	0
9606_ENSP00000355636	9606_ENSP00000261497	1	0.48449233	0
9606_ENSP00000339145	9606_ENSP00000236051	1	0.9951449	1
9606_ENSP00000411445	9606_ENSP00000279259	1	0.96795976	1
9606_ENSP00000361930	9606_ENSP00000450600	1	0.16791192	0
9606_ENSP00000262494	9606_ENSP00000356529	1	0.36716938	0
9606_ENSP00000416510	9606_ENSP00000461928	1	0.43039024	0
9606_ENSP00000347197	9606_ENSP00000469798	1	0.16369848	0
9606_ENSP00000402549	9606_ENSP00000358082	1	0.996017	1
9606_ENSP00000454498	9606_ENSP00000352333	1	0.6014366	1
9606_ENSP00000426282	9606_ENSP00000367444	1	0.9995693	1
9606_ENSP00000299178	9606_ENSP00000413219	1	0.9859085	1
9606_ENSP00000422772	9606_ENSP00000481646	1	0.9998218	1
9606_ENSP00000460439	9606_ENSP00000450339	1	0.9999997	1
9606_ENSP00000402345	9606_ENSP00000476100	1	0.99084747	1
9606_ENSP00000217426	9606_ENSP00000419346	1	0.16760589	0
9606_ENSP00000402051	9606_ENSP00000459685	1	0.9999999	1
9606_ENSP00000436008	9606_ENSP00000464356	1	0.9412799	1
9606_ENSP00000337332	9606_ENSP00000448570	1	0.473648	0
9606_ENSP00000216190	9606_ENSP00000464827	1	0.6422776	1
9606_ENSP00000265340	9606_ENSP00000397540	1	0.028869089	0
9606_ENSP00000332194	9606_ENSP00000206249	1	0.9916842	1
9606_ENSP00000403646	9606_ENSP00000287156	1	0.9692937	1
9606_ENSP00000394464	9606_ENSP00000411731	1	0.4807917	0
9606_ENSP00000281156	9606_ENSP00000391278	1	0.89937246	1
9606_ENSP00000379887	9606_ENSP00000425759	1	0.7597136	1
9606_ENSP00000357926	9606_ENSP00000362900	1	0.9428637	1
9606_ENSP00000358320	9606_ENSP00000388653	1	0.08502531	0
9606_ENSP00000410021	9606_ENSP00000428171	1	0.857999	1
9606_ENSP00000386920	9606_ENSP00000476135	1	0.6906379	1
9606_ENSP00000466935	9606_ENSP00000358082	1	0.99998057	1
9606_ENSP00000254963	9606_ENSP00000399494	1	0.34474382	0
9606_ENSP00000217289	9606_ENSP00000379975	1	0.6781864	1
9606_ENSP00000356794	9606_ENSP00000466010	1	0.9940976	1
9606_ENSP00000259939	9606_ENSP00000421422	1	0.8029665	1
9606_ENSP00000400542	9606_ENSP00000361076	1	0.9999571	1
9606_ENSP00000297792	9606_ENSP00000407859	1	0.68508315	1
9606_ENSP00000463107	9606_ENSP00000484726	1	0.99955446	1
9606_ENSP00000460172	9606_ENSP00000359028	1	0.8083974	1
9606_ENSP00000409952	9606_ENSP00000465495	1	0.8534605	1
9606_ENSP00000433007	9606_ENSP00000450918	1	0.997174	1
9606_ENSP00000422601	9606_ENSP00000422978	1	0.750499	1
9606_ENSP00000263239	9606_ENSP00000380982	1	0.9984417	1
9606_ENSP00000300151	9606_ENSP00000414383	1	0.6783595	1
9606_ENSP00000350256	9606_ENSP00000474141	1	0.9165623	1
9606_ENSP00000403310	9606_ENSP00000441226	1	0.004810538	0
9606_ENSP00000354739	9606_ENSP00000400467	1	0.9985347	1
9606_ENSP00000453467	9606_ENSP00000262120	1	0.5523264	1
9606_ENSP00000454704	9606_ENSP00000472680	1	0.8075919	1
9606_ENSP00000264639	9606_ENSP00000345195	1	0.20896706	0
9606_ENSP00000364472	9606_ENSP00000478279	1	0.78228444	1
9606_ENSP00000352264	9606_ENSP00000462823	1	0.6150731	1
9606_ENSP00000430545	9606_ENSP00000347969	1	0.8987447	1
9606_ENSP00000341045	9606_ENSP00000360266	1	0.6106586	1
9606_ENSP00000362334	9606_ENSP00000441166	1	0.99663377	1
9606_ENSP00000427869	9606_ENSP00000432103	1	0.99963677	1
9606_ENSP00000266735	9606_ENSP00000286307	1	0.89131	1
9606_ENSP00000430831	9606_ENSP00000470346	1	0.38758773	0
9606_ENSP00000423803	9606_ENSP00000429374	1	0.9999951	1
9606_ENSP00000263657	9606_ENSP00000363746	1	0.99999	1
9606_ENSP00000455856	9606_ENSP00000379888	1	0.99999994	1
9606_ENSP00000378353	9606_ENSP00000458300	1	0.68154174	1
9606_ENSP00000376256	9606_ENSP00000464952	1	0.79364246	1
9606_ENSP00000483888	9606_ENSP00000354687	1	0.97844195	1
9606_ENSP00000460582	9606_ENSP00000358577	1	0.50974333	1
9606_ENSP00000296555	9606_ENSP00000338348	1	0.79393375	1
9606_ENSP00000324173	9606_ENSP00000479055	1	0.8203649	1
9606_ENSP00000347504	9606_ENSP00000303351	1	0.33112824	0
9606_ENSP00000360117	9606_ENSP00000425667	1	0.98370755	1
9606_ENSP00000248150	9606_ENSP00000427284	1	0.85636574	1
9606_ENSP00000381425	9606_ENSP00000388122	1	0.61810184	1
9606_ENSP00000292314	9606_ENSP00000416698	1	0.5331056	1
9606_ENSP00000368498	9606_ENSP00000402764	1	0.111323744	0
9606_ENSP00000254193	9606_ENSP00000380882	1	0.30984336	0
9606_ENSP00000216252	9606_ENSP00000466935	1	0.9162124	1
9606_ENSP00000263657	9606_ENSP00000439663	1	0.9992019	1
9606_ENSP00000447009	9606_ENSP00000362994	1	0.9431156	1
9606_ENSP00000261558	9606_ENSP00000358577	1	0.9703362	1
9606_ENSP00000451329	9606_ENSP00000293328	1	0.9999998	1
9606_ENSP00000432154	9606_ENSP00000298173	1	0.99998826	1
9606_ENSP00000438321	9606_ENSP00000478575	1	0.8351412	1
9606_ENSP00000419392	9606_ENSP00000425882	1	0.9998218	1
9606_ENSP00000288937	9606_ENSP00000230413	1	0.9321004	1
9606_ENSP00000397087	9606_ENSP00000466345	1	0.9983207	1
9606_ENSP00000398719	9606_ENSP00000465105	1	0.99732405	1
9606_ENSP00000457090	9606_ENSP00000414771	1	0.9999888	1
9606_ENSP00000454428	9606_ENSP00000303351	1	0.7427486	1
9606_ENSP00000324173	9606_ENSP00000365412	1	0.25698015	0
9606_ENSP00000466388	9606_ENSP00000410369	1	0.9998654	1
9606_ENSP00000359520	9606_ENSP00000230565	1	0.0043972125	0
9606_ENSP00000388126	9606_ENSP00000228140	1	0.994969	1
9606_ENSP00000268711	9606_ENSP00000460400	1	0.32440692	0
9606_ENSP00000301585	9606_ENSP00000430545	1	0.9998979	1
9606_ENSP00000446489	9606_ENSP00000463920	1	0.99775094	1
9606_ENSP00000258456	9606_ENSP00000420946	1	0.9323304	1
9606_ENSP00000442137	9606_ENSP00000354525	1	0.99999857	1
9606_ENSP00000426529	9606_ENSP00000381963	1	0.9808362	1
9606_ENSP00000392613	9606_ENSP00000432331	1	0.6230285	1
9606_ENSP00000263774	9606_ENSP00000425967	1	0.99951625	1
9606_ENSP00000292301	9606_ENSP00000356792	1	0.42110568	0
9606_ENSP00000467173	9606_ENSP00000321345	1	0.99984384	1
9606_ENSP00000459880	9606_ENSP00000480809	1	0.23757014	0
9606_ENSP00000286713	9606_ENSP00000431160	1	0.2457741	0
9606_ENSP00000262629	9606_ENSP00000362205	1	0.19384211	0
9606_ENSP00000287156	9606_ENSP00000425667	1	0.9016078	1
9606_ENSP00000474821	9606_ENSP00000419920	1	0.9999431	1
9606_ENSP00000388332	9606_ENSP00000423983	1	0.9993289	1
9606_ENSP00000385958	9606_ENSP00000434837	1	0.9980819	1
9606_ENSP00000298049	9606_ENSP00000448899	1	0.9991893	1
9606_ENSP00000365557	9606_ENSP00000418447	1	0.6903437	1
9606_ENSP00000442137	9606_ENSP00000339844	1	0.99939525	1
9606_ENSP00000459554	9606_ENSP00000400467	1	0.999959	1
9606_ENSP00000347836	9606_ENSP00000388224	1	0.5794597	1
9606_ENSP00000464805	9606_ENSP00000418447	1	0.9995549	1
9606_ENSP00000425561	9606_ENSP00000422040	1	0.9990376	1
9606_ENSP00000433170	9606_ENSP00000431220	1	0.99999994	1
9606_ENSP00000404263	9606_ENSP00000425643	1	0.99999976	1
9606_ENSP00000248150	9606_ENSP00000478453	1	0.9795183	1
9606_ENSP00000322323	9606_ENSP00000428012	1	0.69574165	1
9606_ENSP00000417660	9606_ENSP00000347969	1	0.9996442	1
9606_ENSP00000299166	9606_ENSP00000354961	1	0.64422303	1
9606_ENSP00000256383	9606_ENSP00000278572	1	0.99957246	1
9606_ENSP00000257863	9606_ENSP00000383003	1	0.24196261	0
9606_ENSP00000411957	9606_ENSP00000460258	1	0.999252	1
9606_ENSP00000400605	9606_ENSP00000360218	1	0.85859525	1
9606_ENSP00000262375	9606_ENSP00000477378	1	0.6980433	1
9606_ENSP00000446732	9606_ENSP00000364813	1	0.9989487	1
9606_ENSP00000397653	9606_ENSP00000360709	1	0.9999999	1
9606_ENSP00000258418	9606_ENSP00000414191	1	0.86801505	1
9606_ENSP00000298049	9606_ENSP00000429374	1	0.9990971	1
9606_ENSP00000398727	9606_ENSP00000464952	1	0.98895717	1
9606_ENSP00000380882	9606_ENSP00000440222	1	0.35325658	0
9606_ENSP00000365243	9606_ENSP00000367934	1	0.9998493	1
9606_ENSP00000350708	9606_ENSP00000359300	1	0.46948248	0
9606_ENSP00000477599	9606_ENSP00000245185	1	0.006407768	0
9606_ENSP00000371770	9606_ENSP00000399324	1	0.0010940685	0
9606_ENSP00000370222	9606_ENSP00000481442	1	0.3642928	0
9606_ENSP00000217133	9606_ENSP00000295688	1	0.91200393	1
9606_ENSP00000377391	9606_ENSP00000414771	1	0.99996376	1
9606_ENSP00000354201	9606_ENSP00000352734	1	0.42399633	0
9606_ENSP00000450339	9606_ENSP00000463885	1	0.9990704	1
9606_ENSP00000377213	9606_ENSP00000345807	1	0.7544045	1
9606_ENSP00000442332	9606_ENSP00000403199	1	0.9996387	1
9606_ENSP00000481703	9606_ENSP00000274137	1	0.99998057	1
9606_ENSP00000425865	9606_ENSP00000427266	1	0.9999994	1
9606_ENSP00000411445	9606_ENSP00000423983	1	0.99941576	1
9606_ENSP00000414321	9606_ENSP00000449765	1	0.99837506	1
9606_ENSP00000386590	9606_ENSP00000432279	1	0.28175455	0
9606_ENSP00000466349	9606_ENSP00000451261	1	0.99831134	1
9606_ENSP00000223641	9606_ENSP00000400467	1	0.9999105	1
9606_ENSP00000278572	9606_ENSP00000282999	1	0.99786025	1
9606_ENSP00000380040	9606_ENSP00000355195	1	0.9995537	1
9606_ENSP00000369741	9606_ENSP00000391665	1	0.9999855	1
9606_ENSP00000404039	9606_ENSP00000317376	1	0.9991491	1
9606_ENSP00000456253	9606_ENSP00000479686	1	0.7109504	1
9606_ENSP00000424588	9606_ENSP00000261900	1	0.99780697	1
9606_ENSP00000435826	9606_ENSP00000347915	1	0.9986318	1
9606_ENSP00000356853	9606_ENSP00000360937	1	0.6157832	1
9606_ENSP00000428884	9606_ENSP00000301838	1	0.9224415	1
9606_ENSP00000357876	9606_ENSP00000484726	1	0.9486933	1
9606_ENSP00000356548	9606_ENSP00000427266	1	0.99949145	1
9606_ENSP00000411445	9606_ENSP00000451775	1	0.66808236	1
9606_ENSP00000281156	9606_ENSP00000466935	1	0.93325806	1
9606_ENSP00000411095	9606_ENSP00000434744	1	0.80756676	1
9606_ENSP00000397240	9606_ENSP00000434243	1	0.803876	1
9606_ENSP00000351646	9606_ENSP00000360709	1	0.7548554	1
9606_ENSP00000360266	9606_ENSP00000363157	1	0.57357574	1
9606_ENSP00000358577	9606_ENSP00000468140	1	0.973295	1
9606_ENSP00000437215	9606_ENSP00000415356	1	0.9999514	1
9606_ENSP00000444844	9606_ENSP00000357876	1	0.9950224	1
9606_ENSP00000292513	9606_ENSP00000365807	1	0.596644	1
9606_ENSP00000459994	9606_ENSP00000354086	1	0.9999994	1
9606_ENSP00000406166	9606_ENSP00000347401	1	0.99023795	1
9606_ENSP00000296102	9606_ENSP00000474821	1	0.9999947	1
9606_ENSP00000360498	9606_ENSP00000429039	1	0.9999838	1
9606_ENSP00000447217	9606_ENSP00000397912	1	0.9985809	1
9606_ENSP00000317441	9606_ENSP00000447845	1	0.34275398	0
9606_ENSP00000429099	9606_ENSP00000391846	1	0.99992824	1
9606_ENSP00000296417	9606_ENSP00000337976	1	0.3304247	0
9606_ENSP00000450534	9606_ENSP00000403085	1	0.99875546	1
9606_ENSP00000391383	9606_ENSP00000423803	1	0.9999483	1
9606_ENSP00000420406	9606_ENSP00000482042	1	0.92857164	1
9606_ENSP00000429729	9606_ENSP00000264073	1	0.202664	0
9606_ENSP00000377867	9606_ENSP00000409253	1	0.976781	1
9606_ENSP00000434262	9606_ENSP00000362058	1	0.99456215	1
9606_ENSP00000340823	9606_ENSP00000364813	1	0.9989078	1
9606_ENSP00000444844	9606_ENSP00000465743	1	0.96857435	1
9606_ENSP00000248564	9606_ENSP00000249016	1	0.9281943	1
9606_ENSP00000426161	9606_ENSP00000312789	1	0.015699517	0
9606_ENSP00000417069	9606_ENSP00000302665	1	0.61529434	1
9606_ENSP00000274137	9606_ENSP00000431751	1	0.9509851	1
9606_ENSP00000363826	9606_ENSP00000367697	1	0.23531923	0
9606_ENSP00000451286	9606_ENSP00000451340	1	0.9931903	1
9606_ENSP00000366004	9606_ENSP00000452421	1	0.015327185	0
9606_ENSP00000470504	9606_ENSP00000367049	1	0.9998083	1
9606_ENSP00000477893	9606_ENSP00000386672	1	0.7154163	1
9606_ENSP00000385614	9606_ENSP00000379400	1	0.90477777	1
9606_ENSP00000465216	9606_ENSP00000358554	1	0.9873378	1
9606_ENSP00000296555	9606_ENSP00000459284	1	0.19328764	0
9606_ENSP00000295066	9606_ENSP00000484261	1	0.92834836	1
9606_ENSP00000227507	9606_ENSP00000261900	1	0.6885864	1
9606_ENSP00000458384	9606_ENSP00000396237	1	0.8452238	1
9606_ENSP00000473120	9606_ENSP00000327268	1	0.9999738	1
9606_ENSP00000392275	9606_ENSP00000466722	1	0.99093187	1
9606_ENSP00000356971	9606_ENSP00000364904	1	0.748507	1
9606_ENSP00000264515	9606_ENSP00000355657	1	0.6439326	1
9606_ENSP00000443273	9606_ENSP00000454083	1	0.31745565	0
9606_ENSP00000400508	9606_ENSP00000359424	1	0.9999999	1
9606_ENSP00000465755	9606_ENSP00000364813	1	0.99973875	1
9606_ENSP00000466791	9606_ENSP00000282999	1	0.9976157	1
9606_ENSP00000360521	9606_ENSP00000475098	1	0.9980807	1
9606_ENSP00000451329	9606_ENSP00000478887	1	0.99999166	1
9606_ENSP00000394441	9606_ENSP00000230413	1	0.9002654	1
9606_ENSP00000354772	9606_ENSP00000432395	1	0.01689516	0
9606_ENSP00000430883	9606_ENSP00000362105	1	0.8404486	1
9606_ENSP00000400605	9606_ENSP00000428424	1	0.9422293	1
9606_ENSP00000417171	9606_ENSP00000417378	1	0.57070524	1
9606_ENSP00000250003	9606_ENSP00000337976	1	0.22942233	0
9606_ENSP00000266735	9606_ENSP00000315379	1	0.9496819	1
9606_ENSP00000362208	9606_ENSP00000423399	1	0.99998385	1
9606_ENSP00000395767	9606_ENSP00000380998	1	0.9579052	1
9606_ENSP00000442350	9606_ENSP00000388224	1	0.78520286	1
9606_ENSP00000164227	9606_ENSP00000360266	1	0.99700236	1
9606_ENSP00000453467	9606_ENSP00000467173	1	0.9988011	1
9606_ENSP00000278572	9606_ENSP00000427266	1	0.99999934	1
9606_ENSP00000410546	9606_ENSP00000450709	1	0.34753823	0
9606_ENSP00000363018	9606_ENSP00000466010	1	0.9999496	1
9606_ENSP00000356785	9606_ENSP00000413282	1	0.3971572	0
9606_ENSP00000223023	9606_ENSP00000272233	1	0.8481004	1
9606_ENSP00000266735	9606_ENSP00000306223	1	0.9972094	1
9606_ENSP00000377383	9606_ENSP00000358300	1	0.9970176	1
9606_ENSP00000477598	9606_ENSP00000439565	1	0.9995795	1
9606_ENSP00000290921	9606_ENSP00000342750	1	0.21223728	0
9606_ENSP00000411095	9606_ENSP00000448964	1	0.9718231	1
9606_ENSP00000438510	9606_ENSP00000467399	1	0.9969723	1
9606_ENSP00000000233	9606_ENSP00000410620	1	0.996838	1
9606_ENSP00000233331	9606_ENSP00000243903	1	0.33983135	0
9606_ENSP00000476930	9606_ENSP00000346607	1	0.6492101	1
9606_ENSP00000423399	9606_ENSP00000480129	1	0.9992677	1
9606_ENSP00000282541	9606_ENSP00000400211	1	0.026288904	0
9606_ENSP00000385018	9606_ENSP00000436787	1	0.9676524	1
9606_ENSP00000370528	9606_ENSP00000376753	1	0.02361773	0
9606_ENSP00000450762	9606_ENSP00000354130	1	0.62057304	1
9606_ENSP00000417230	9606_ENSP00000357887	1	0.9993045	1
9606_ENSP00000425083	9606_ENSP00000467173	1	0.9999627	1
9606_ENSP00000402836	9606_ENSP00000406561	1	0.99962	1
9606_ENSP00000465216	9606_ENSP00000456742	1	0.8413211	1
9606_ENSP00000430391	9606_ENSP00000400475	1	0.7144334	1
9606_ENSP00000429408	9606_ENSP00000447824	1	0.9361688	1
9606_ENSP00000308275	9606_ENSP00000355694	1	0.9999931	1
9606_ENSP00000472726	9606_ENSP00000403199	1	0.9999997	1
9606_ENSP00000310726	9606_ENSP00000429039	1	0.9997847	1
9606_ENSP00000216951	9606_ENSP00000484929	1	0.42056566	0
9606_ENSP00000429892	9606_ENSP00000364813	1	0.9924175	1
9606_ENSP00000362659	9606_ENSP00000435602	1	0.9618888	1
9606_ENSP00000395305	9606_ENSP00000305682	1	0.9983367	1
9606_ENSP00000419782	9606_ENSP00000479919	1	0.83000666	1
9606_ENSP00000259727	9606_ENSP00000453560	1	0.6299402	1
9606_ENSP00000346148	9606_ENSP00000435602	1	0.7076439	1
9606_ENSP00000439565	9606_ENSP00000484903	1	0.99933314	1
9606_ENSP00000430545	9606_ENSP00000418346	1	0.982213	1
9606_ENSP00000408482	9606_ENSP00000376761	1	0.9981972	1
9606_ENSP00000437644	9606_ENSP00000354649	1	0.31811517	0
9606_ENSP00000367444	9606_ENSP00000481646	1	0.9099313	1
9606_ENSP00000417370	9606_ENSP00000471538	1	0.9999873	1
9606_ENSP00000437215	9606_ENSP00000228140	1	0.999992	1
9606_ENSP00000425439	9606_ENSP00000306223	1	0.9997817	1
9606_ENSP00000462900	9606_ENSP00000428171	1	0.9552033	1
9606_ENSP00000417813	9606_ENSP00000369741	1	0.9999678	1
9606_ENSP00000287156	9606_ENSP00000366891	1	0.614599	1
9606_ENSP00000417813	9606_ENSP00000460871	1	0.99864495	1
9606_ENSP00000415356	9606_ENSP00000356001	1	0.9996924	1
9606_ENSP00000447122	9606_ENSP00000429184	1	0.9944459	1
9606_ENSP00000260443	9606_ENSP00000353246	1	0.9931302	1
9606_ENSP00000403958	9606_ENSP00000450651	1	0.46777302	0
9606_ENSP00000354130	9606_ENSP00000305973	1	0.091463126	0
9606_ENSP00000078429	9606_ENSP00000360536	1	0.46996886	0
9606_ENSP00000455656	9606_ENSP00000340879	1	0.7754469	1
9606_ENSP00000418213	9606_ENSP00000410843	1	0.012089122	0
9606_ENSP00000460084	9606_ENSP00000478887	1	0.999665	1
9606_ENSP00000485643	9606_ENSP00000376808	1	0.9661624	1
9606_ENSP00000368069	9606_ENSP00000241393	1	0.98852736	1
9606_ENSP00000212015	9606_ENSP00000397083	1	0.9343375	1
9606_ENSP00000415420	9606_ENSP00000411304	1	0.77556425	1
9606_ENSP00000223324	9606_ENSP00000361206	1	0.9993579	1
9606_ENSP00000177742	9606_ENSP00000376427	1	0.99999994	1
9606_ENSP00000442002	9606_ENSP00000362797	1	0.99707913	1
9606_ENSP00000484410	9606_ENSP00000463823	1	0.9998598	1
9606_ENSP00000434954	9606_ENSP00000362659	1	0.941301	1
9606_ENSP00000262613	9606_ENSP00000394854	1	0.2228627	0
9606_ENSP00000333401	9606_ENSP00000361928	1	0.9070034	1
9606_ENSP00000437393	9606_ENSP00000485543	1	0.00074331387	0
9606_ENSP00000345963	9606_ENSP00000386541	1	0.8810954	1
9606_ENSP00000395305	9606_ENSP00000456520	1	0.9997058	1
9606_ENSP00000465685	9606_ENSP00000391190	1	0.7187202	1
9606_ENSP00000385629	9606_ENSP00000424146	1	0.02647741	0
9606_ENSP00000475545	9606_ENSP00000426282	1	0.99995923	1
9606_ENSP00000425754	9606_ENSP00000359573	1	0.9923817	1
9606_ENSP00000469581	9606_ENSP00000382250	1	0.9902512	1
9606_ENSP00000230050	9606_ENSP00000232888	1	0.47945607	0
9606_ENSP00000484410	9606_ENSP00000481380	1	0.999647	1
