proteinA	proteinB	label	prediction	predictionLabel
7227_FBpp0070430	7227_FBpp0074056	1	0.6216248	1
7227_FBpp0070719	7227_FBpp0084144	1	0.8627809	1
7227_FBpp0079541	7227_FBpp0305165	1	0.6382555	1
7227_FBpp0078662	7227_FBpp0080330	1	0.99985814	1
7227_FBpp0070150	7227_FBpp0099686	1	0.99999905	1
7227_FBpp0078354	7227_FBpp0305303	1	0.7809386	1
7227_FBpp0073777	7227_FBpp0080330	1	0.9999795	1
7227_FBpp0077974	7227_FBpp0083975	1	0.42465046	0
7227_FBpp0077142	7227_FBpp0080639	1	0.9997716	1
7227_FBpp0079470	7227_FBpp0084144	1	0.9452603	1
7227_FBpp0076238	7227_FBpp0300988	1	0.9999711	1
7227_FBpp0081902	7227_FBpp0082817	1	0.014651358	0
7227_FBpp0070832	7227_FBpp0077309	1	0.64571786	1
7227_FBpp0079168	7227_FBpp0082973	1	0.8734782	1
7227_FBpp0071088	7227_FBpp0081528	1	0.99999326	1
7227_FBpp0079527	7227_FBpp0076934	1	0.3576498	0
7227_FBpp0075759	7227_FBpp0080121	1	0.96630096	1
7227_FBpp0075612	7227_FBpp0099686	1	0.9999598	1
7227_FBpp0082657	7227_FBpp0288463	1	0.6480193	1
7227_FBpp0085165	7227_FBpp0078656	1	0.86798906	1
7227_FBpp0070402	7227_FBpp0293269	1	0.9423155	1
7227_FBpp0078358	7227_FBpp0072570	1	0.85297465	1
7227_FBpp0071451	7227_FBpp0086603	1	0.99672467	1
7227_FBpp0294002	7227_FBpp0080010	1	0.6670768	1
7227_FBpp0081322	7227_FBpp0079597	1	0.9996217	1
7227_FBpp0077206	7227_FBpp0082246	1	0.18166927	0
7227_FBpp0074988	7227_FBpp0086304	1	0.016836487	0
7227_FBpp0073937	7227_FBpp0271517	1	0.44041452	0
7227_FBpp0084191	7227_FBpp0085105	1	0.97637737	1
7227_FBpp0288501	7227_FBpp0291628	1	0.028241446	0
7227_FBpp0080389	7227_FBpp0288647	1	0.65764904	1
7227_FBpp0070894	7227_FBpp0081445	1	0.6222477	1
7227_FBpp0081380	7227_FBpp0086701	1	0.9975854	1
7227_FBpp0070143	7227_FBpp0079168	1	0.9977093	1
7227_FBpp0081189	7227_FBpp0304242	1	0.12501794	0
7227_FBpp0075684	7227_FBpp0075686	1	0.9999534	1
7227_FBpp0071771	7227_FBpp0305289	1	0.6424003	1
7227_FBpp0305722	7227_FBpp0083962	1	0.49329287	0
7227_FBpp0291345	7227_FBpp0079168	1	0.9998677	1
7227_FBpp0073230	7227_FBpp0075864	1	0.16723314	0
7227_FBpp0078857	7227_FBpp0300392	1	0.9824954	1
7227_FBpp0074180	7227_FBpp0086103	1	0.999999	1
7227_FBpp0077353	7227_FBpp0078624	1	0.94124603	1
7227_FBpp0077381	7227_FBpp0082314	1	0.1482254	0
7227_FBpp0073910	7227_FBpp0085893	1	0.73153824	1
7227_FBpp0075626	7227_FBpp0080496	1	0.21388042	0
7227_FBpp0088439	7227_FBpp0078766	1	0.99424124	1
7227_FBpp0296949	7227_FBpp0110421	1	0.9983904	1
7227_FBpp0076467	7227_FBpp0086103	1	0.98054755	1
7227_FBpp0078032	7227_FBpp0086965	1	0.992196	1
7227_FBpp0081380	7227_FBpp0086531	1	0.99976325	1
7227_FBpp0075761	7227_FBpp0083581	1	0.9138057	1
7227_FBpp0305898	7227_FBpp0074687	1	0.12483085	0
7227_FBpp0084638	7227_FBpp0111448	1	0.64569294	1
7227_FBpp0082790	7227_FBpp0083502	1	0.0010267145	0
7227_FBpp0074184	7227_FBpp0080890	1	0.95400834	1
7227_FBpp0075612	7227_FBpp0088242	1	0.9998828	1
7227_FBpp0070719	7227_FBpp0090943	1	0.72803974	1
7227_FBpp0071961	7227_FBpp0099739	1	0.3829983	0
7227_FBpp0081234	7227_FBpp0088946	1	0.43981332	0
7227_FBpp0075317	7227_FBpp0083625	1	0.9997796	1
7227_FBpp0075560	7227_FBpp0076869	1	0.97565067	1
7227_FBpp0075676	7227_FBpp0304487	1	0.9861165	1
7227_FBpp0077650	7227_FBpp0078086	1	0.51194817	1
7227_FBpp0078992	7227_FBpp0080872	1	0.7646879	1
7227_FBpp0293226	7227_FBpp0088015	1	0.5858899	1
7227_FBpp0078483	7227_FBpp0290743	1	0.019262314	0
7227_FBpp0070430	7227_FBpp0074075	1	0.7583197	1
7227_FBpp0305589	7227_FBpp0077909	1	0.511848	1
7227_FBpp0082062	7227_FBpp0305700	1	0.9669901	1
7227_FBpp0072100	7227_FBpp0075685	1	0.5407232	1
7227_FBpp0076458	7227_FBpp0302048	1	0.99990284	1
7227_FBpp0082511	7227_FBpp0070422	1	0.5887151	1
7227_FBpp0077778	7227_FBpp0079443	1	0.8280591	1
7227_FBpp0072446	7227_FBpp0080046	1	0.4357956	0
7227_FBpp0078354	7227_FBpp0087321	1	0.9616821	1
7227_FBpp0084591	7227_FBpp0111448	1	0.56254256	1
7227_FBpp0099642	7227_FBpp0293269	1	0.9848554	1
7227_FBpp0077859	7227_FBpp0100182	1	0.9561815	1
7227_FBpp0081544	7227_FBpp0081822	1	0.98203933	1
7227_FBpp0087923	7227_FBpp0297319	1	0.39686406	0
7227_FBpp0081384	7227_FBpp0305426	1	0.99850833	1
7227_FBpp0290201	7227_FBpp0087660	1	0.20271952	0
7227_FBpp0301061	7227_FBpp0305282	1	0.003965065	0
7227_FBpp0073524	7227_FBpp0077885	1	0.9990604	1
7227_FBpp0077885	7227_FBpp0083168	1	0.9998621	1
7227_FBpp0071198	7227_FBpp0082462	1	0.64900184	1
7227_FBpp0071194	7227_FBpp0078997	1	0.981256	1
7227_FBpp0073686	7227_FBpp0082865	1	0.5786627	1
7227_FBpp0078157	7227_FBpp0086159	1	0.00037266748	0
7227_FBpp0071250	7227_FBpp0082303	1	0.6272365	1
7227_FBpp0293236	7227_FBpp0271779	1	0.988066	1
7227_FBpp0078997	7227_FBpp0088242	1	0.9986421	1
7227_FBpp0075484	7227_FBpp0086841	1	0.34648067	0
7227_FBpp0074554	7227_FBpp0075941	1	0.99998987	1
7227_FBpp0081384	7227_FBpp0082412	1	0.6640443	1
7227_FBpp0300512	7227_FBpp0087321	1	0.99970984	1
7227_FBpp0301274	7227_FBpp0304253	1	0.55329883	1
7227_FBpp0071771	7227_FBpp0081879	1	0.6713002	1
7227_FBpp0071771	7227_FBpp0075425	1	0.99774563	1
7227_FBpp0075119	7227_FBpp0083860	1	0.87729603	1
7227_FBpp0082511	7227_FBpp0091155	1	0.84312654	1
7227_FBpp0083354	7227_FBpp0297284	1	0.516475	1
7227_FBpp0082817	7227_FBpp0293061	1	0.9962734	1
7227_FBpp0079899	7227_FBpp0081102	1	0.30827802	0
7227_FBpp0076599	7227_FBpp0289888	1	0.7290704	1
7227_FBpp0070119	7227_FBpp0079399	1	0.97079766	1
7227_FBpp0296949	7227_FBpp0075612	1	0.81450355	1
7227_FBpp0087461	7227_FBpp0078766	1	0.99823296	1
7227_FBpp0079752	7227_FBpp0291015	1	0.99996275	1
7227_FBpp0071034	7227_FBpp0080121	1	0.70188034	1
7227_FBpp0078415	7227_FBpp0083569	1	0.99996734	1
7227_FBpp0306212	7227_FBpp0291331	1	0.53084666	1
7227_FBpp0082523	7227_FBpp0297347	1	0.9971224	1
7227_FBpp0076152	7227_FBpp0082994	1	0.9545599	1
7227_FBpp0071543	7227_FBpp0083779	1	0.5594505	1
7227_FBpp0080639	7227_FBpp0084564	1	0.9994203	1
7227_FBpp0297243	7227_FBpp0070117	1	0.66787255	1
7227_FBpp0082994	7227_FBpp0086701	1	0.9996557	1
7227_FBpp0075761	7227_FBpp0301225	1	0.96416104	1
7227_FBpp0081158	7227_FBpp0079704	1	0.29856354	0
7227_FBpp0086531	7227_FBpp0088016	1	0.99940675	1
7227_FBpp0074318	7227_FBpp0088268	1	0.0014851226	0
7227_FBpp0084465	7227_FBpp0111917	1	0.06628927	0
7227_FBpp0071970	7227_FBpp0081329	1	0.87843215	1
7227_FBpp0087731	7227_FBpp0075239	1	0.70245504	1
7227_FBpp0080603	7227_FBpp0297417	1	0.6858525	1
7227_FBpp0075246	7227_FBpp0293334	1	0.995312	1
7227_FBpp0075504	7227_FBpp0079606	1	0.7103545	1
7227_FBpp0076467	7227_FBpp0077309	1	0.7316069	1
7227_FBpp0099686	7227_FBpp0291653	1	0.9923616	1
7227_FBpp0072257	7227_FBpp0078448	1	0.9964076	1
7227_FBpp0087637	7227_FBpp0099686	1	0.99998266	1
7227_FBpp0074058	7227_FBpp0077974	1	0.490758	0
7227_FBpp0075274	7227_FBpp0305722	1	0.9996205	1
7227_FBpp0078375	7227_FBpp0081667	1	0.05031462	0
7227_FBpp0082089	7227_FBpp0084378	1	0.5616379	1
7227_FBpp0076207	7227_FBpp0078807	1	0.83156025	1
7227_FBpp0073267	7227_FBpp0087648	1	0.93143	1
7227_FBpp0071562	7227_FBpp0083625	1	0.9999964	1
7227_FBpp0073777	7227_FBpp0077130	1	0.9996606	1
7227_FBpp0073018	7227_FBpp0082477	1	0.6520157	1
7227_FBpp0305402	7227_FBpp0085537	1	0.6771182	1
7227_FBpp0073090	7227_FBpp0074288	1	0.8112039	1
7227_FBpp0070537	7227_FBpp0073177	1	0.43197682	0
7227_FBpp0075068	7227_FBpp0078278	1	0.9935802	1
7227_FBpp0080733	7227_FBpp0084724	1	0.99939406	1
7227_FBpp0070885	7227_FBpp0084839	1	0.44613647	0
7227_FBpp0071023	7227_FBpp0084896	1	0.20734599	0
7227_FBpp0087189	7227_FBpp0087923	1	0.99875224	1
7227_FBpp0086400	7227_FBpp0079381	1	0.5528879	1
7227_FBpp0111830	7227_FBpp0082392	1	0.21243641	0
7227_FBpp0086872	7227_FBpp0291479	1	0.9999869	1
7227_FBpp0073347	7227_FBpp0078158	1	0.038922377	0
7227_FBpp0080488	7227_FBpp0099642	1	0.99882555	1
7227_FBpp0087511	7227_FBpp0087865	1	0.959952	1
7227_FBpp0072100	7227_FBpp0079598	1	0.43660474	0
7227_FBpp0305562	7227_FBpp0289148	1	0.99976325	1
7227_FBpp0081448	7227_FBpp0305700	1	0.66203666	1
7227_FBpp0082767	7227_FBpp0070301	1	0.99991214	1
7227_FBpp0074661	7227_FBpp0080488	1	0.9504876	1
7227_FBpp0071587	7227_FBpp0078807	1	0.77136576	1
7227_FBpp0298337	7227_FBpp0084614	1	0.40851396	0
7227_FBpp0291671	7227_FBpp0086974	1	0.52121985	1
7227_FBpp0079833	7227_FBpp0082568	1	0.5397246	1
7227_FBpp0077396	7227_FBpp0289481	1	0.0018007382	0
7227_FBpp0074906	7227_FBpp0297719	1	0.7495629	1
7227_FBpp0301225	7227_FBpp0079471	1	0.6623714	1
7227_FBpp0073626	7227_FBpp0085717	1	0.9999997	1
7227_FBpp0071846	7227_FBpp0099686	1	0.9999997	1
7227_FBpp0076791	7227_FBpp0100158	1	2.3004553e-07	0
7227_FBpp0291015	7227_FBpp0077836	1	0.99281275	1
7227_FBpp0074086	7227_FBpp0077309	1	0.989288	1
7227_FBpp0077130	7227_FBpp0070040	1	0.9999713	1
7227_FBpp0072463	7227_FBpp0111906	1	0.95743275	1
7227_FBpp0291345	7227_FBpp0076152	1	0.99998295	1
7227_FBpp0089382	7227_FBpp0297239	1	0.9923998	1
7227_FBpp0073752	7227_FBpp0082303	1	0.7762026	1
7227_FBpp0080391	7227_FBpp0084831	1	0.9997419	1
7227_FBpp0082329	7227_FBpp0297417	1	0.617933	1
7227_FBpp0070878	7227_FBpp0293236	1	0.9906462	1
7227_FBpp0071250	7227_FBpp0297243	1	0.6508199	1
7227_FBpp0075203	7227_FBpp0075626	1	0.9653697	1
7227_FBpp0305387	7227_FBpp0074385	1	0.583269	1
7227_FBpp0073347	7227_FBpp0078157	1	0.001176036	0
7227_FBpp0084382	7227_FBpp0099920	1	0.007975152	0
7227_FBpp0100184	7227_FBpp0100187	1	0.9996609	1
7227_FBpp0077022	7227_FBpp0087450	1	0.7904787	1
7227_FBpp0072692	7227_FBpp0084638	1	0.43230185	0
7227_FBpp0078415	7227_FBpp0302048	1	0.9999296	1
7227_FBpp0076458	7227_FBpp0079680	1	0.9902601	1
7227_FBpp0071596	7227_FBpp0080564	1	0.85018814	1
7227_FBpp0300512	7227_FBpp0079168	1	0.9999109	1
7227_FBpp0082104	7227_FBpp0087332	1	0.6999325	1
7227_FBpp0081324	7227_FBpp0078134	1	0.7123796	1
7227_FBpp0071970	7227_FBpp0297223	1	0.99869215	1
7227_FBpp0083164	7227_FBpp0112504	1	0.8193331	1
7227_FBpp0078846	7227_FBpp0082303	1	0.5732012	1
7227_FBpp0297239	7227_FBpp0293216	1	0.20951384	0
7227_FBpp0075932	7227_FBpp0290948	1	0.6150809	1
7227_FBpp0076872	7227_FBpp0271779	1	0.9870372	1
7227_FBpp0072145	7227_FBpp0075124	1	0.91338897	1
7227_FBpp0079711	7227_FBpp0084172	1	0.08655768	0
7227_FBpp0070878	7227_FBpp0078656	1	0.99100786	1
7227_FBpp0072177	7227_FBpp0088422	1	0.90921223	1
7227_FBpp0076359	7227_FBpp0076467	1	0.52231836	1
7227_FBpp0296949	7227_FBpp0086701	1	0.99871445	1
7227_FBpp0070349	7227_FBpp0302563	1	0.92557156	1
7227_FBpp0075097	7227_FBpp0085888	1	0.22241443	0
7227_FBpp0289647	7227_FBpp0076433	1	0.5606618	1
7227_FBpp0070351	7227_FBpp0076329	1	0.6914545	1
7227_FBpp0074859	7227_FBpp0075088	1	0.92240393	1
7227_FBpp0077142	7227_FBpp0078416	1	0.9999943	1
7227_FBpp0074127	7227_FBpp0083502	1	0.73428524	1
7227_FBpp0070859	7227_FBpp0289481	1	0.63100004	1
7227_FBpp0083371	7227_FBpp0078134	1	0.9994496	1
7227_FBpp0075504	7227_FBpp0087094	1	0.63884574	1
7227_FBpp0082384	7227_FBpp0088040	1	0.9220988	1
7227_FBpp0076003	7227_FBpp0305600	1	0.29491585	0
7227_FBpp0081185	7227_FBpp0293581	1	0.28956807	0
7227_FBpp0303531	7227_FBpp0077716	1	0.9990362	1
7227_FBpp0070709	7227_FBpp0291495	1	0.3571148	0
7227_FBpp0084831	7227_FBpp0082911	1	0.29421124	0
7227_FBpp0302052	7227_FBpp0074887	1	0.9996387	1
7227_FBpp0073524	7227_FBpp0086965	1	0.9999483	1
7227_FBpp0071553	7227_FBpp0076215	1	0.5799234	1
7227_FBpp0072094	7227_FBpp0303780	1	0.9999904	1
7227_FBpp0075941	7227_FBpp0085121	1	0.98551506	1
7227_FBpp0073098	7227_FBpp0080052	1	0.95931983	1
7227_FBpp0071884	7227_FBpp0294018	1	0.0019607618	0
7227_FBpp0074075	7227_FBpp0088439	1	0.9993541	1
7227_FBpp0079757	7227_FBpp0074250	1	0.06009444	0
7227_FBpp0083371	7227_FBpp0084989	1	0.99911606	1
7227_FBpp0111906	7227_FBpp0083893	1	0.99974656	1
7227_FBpp0078008	7227_FBpp0300836	1	0.4689902	0
7227_FBpp0303456	7227_FBpp0078864	1	0.5161617	1
7227_FBpp0074936	7227_FBpp0079470	1	0.99782026	1
7227_FBpp0075684	7227_FBpp0077073	1	0.45130825	0
7227_FBpp0071753	7227_FBpp0082232	1	0.99092424	1
7227_FBpp0085321	7227_FBpp0305406	1	0.5387596	1
7227_FBpp0075395	7227_FBpp0075686	1	0.99662423	1
7227_FBpp0076003	7227_FBpp0080488	1	0.9044531	1
7227_FBpp0081786	7227_FBpp0293061	1	0.914971	1
7227_FBpp0074856	7227_FBpp0079606	1	0.49443972	0
7227_FBpp0074926	7227_FBpp0076599	1	0.3358854	0
7227_FBpp0071888	7227_FBpp0300512	1	0.9966794	1
7227_FBpp0080102	7227_FBpp0291015	1	0.9999918	1
7227_FBpp0075612	7227_FBpp0099990	1	0.99948597	1
7227_FBpp0081860	7227_FBpp0305426	1	0.9980885	1
7227_FBpp0078857	7227_FBpp0083625	1	0.999586	1
7227_FBpp0303191	7227_FBpp0082763	1	0.32420933	0
7227_FBpp0297230	7227_FBpp0088833	1	0.9997371	1
7227_FBpp0070885	7227_FBpp0082370	1	0.7755897	1
7227_FBpp0075119	7227_FBpp0077381	1	0.9744402	1
7227_FBpp0071970	7227_FBpp0100180	1	0.5483875	1
7227_FBpp0076005	7227_FBpp0087333	1	0.9950472	1
7227_FBpp0070333	7227_FBpp0071123	1	0.23894778	0
7227_FBpp0074898	7227_FBpp0082089	1	0.44758487	0
7227_FBpp0074215	7227_FBpp0082121	1	0.8407295	1
7227_FBpp0081356	7227_FBpp0305700	1	0.8880887	1
7227_FBpp0288469	7227_FBpp0297239	1	0.36230046	0
7227_FBpp0070942	7227_FBpp0072687	1	0.982034	1
7227_FBpp0070650	7227_FBpp0083569	1	0.9999803	1
7227_FBpp0079892	7227_FBpp0303146	1	0.1582841	0
7227_FBpp0078083	7227_FBpp0082130	1	0.28529972	0
7227_FBpp0070175	7227_FBpp0076789	1	0.7554964	1
7227_FBpp0075504	7227_FBpp0078400	1	0.6152824	1
7227_FBpp0076643	7227_FBpp0079875	1	0.6755841	1
7227_FBpp0078689	7227_FBpp0099990	1	0.9559852	1
7227_FBpp0071766	7227_FBpp0078997	1	0.9998894	1
7227_FBpp0071449	7227_FBpp0111906	1	0.94046104	1
7227_FBpp0077125	7227_FBpp0293061	1	0.99938047	1
7227_FBpp0079880	7227_FBpp0081528	1	0.99978745	1
7227_FBpp0071771	7227_FBpp0081380	1	0.9999145	1
7227_FBpp0083168	7227_FBpp0086965	1	0.99929327	1
7227_FBpp0075820	7227_FBpp0085289	1	0.64052165	1
7227_FBpp0291345	7227_FBpp0079148	1	0.96263295	1
7227_FBpp0083354	7227_FBpp0112148	1	0.75079095	1
7227_FBpp0072425	7227_FBpp0078756	1	0.7856599	1
7227_FBpp0071462	7227_FBpp0085121	1	0.99081826	1
7227_FBpp0074906	7227_FBpp0290012	1	0.98647565	1
7227_FBpp0074086	7227_FBpp0292339	1	0.82611346	1
7227_FBpp0072579	7227_FBpp0073298	1	0.259372	0
7227_FBpp0111448	7227_FBpp0293269	1	0.45683566	0
7227_FBpp0079251	7227_FBpp0087961	1	0.34402955	0
7227_FBpp0077974	7227_FBpp0079606	1	0.5292889	1
7227_FBpp0079182	7227_FBpp0305289	1	0.998153	1
7227_FBpp0071288	7227_FBpp0073651	1	0.3732337	0
7227_FBpp0073626	7227_FBpp0085586	1	0.9999921	1
7227_FBpp0081484	7227_FBpp0088040	1	0.8942814	1
7227_FBpp0079680	7227_FBpp0288404	1	0.9999403	1
7227_FBpp0081786	7227_FBpp0084525	1	0.62795013	1
7227_FBpp0081524	7227_FBpp0087095	1	0.55841875	1
7227_FBpp0075317	7227_FBpp0082153	1	0.59338266	1
7227_FBpp0070175	7227_FBpp0080645	1	0.58507323	1
7227_FBpp0085255	7227_FBpp0112148	1	0.34643465	0
7227_FBpp0078689	7227_FBpp0083802	1	0.962143	1
7227_FBpp0084067	7227_FBpp0075838	1	0.96894413	1
7227_FBpp0073010	7227_FBpp0081834	1	0.9839418	1
7227_FBpp0071553	7227_FBpp0087118	1	0.9705981	1
7227_FBpp0070650	7227_FBpp0071993	1	0.999887	1
7227_FBpp0079880	7227_FBpp0087321	1	0.9976372	1
7227_FBpp0078664	7227_FBpp0081488	1	0.99844193	1
7227_FBpp0082645	7227_FBpp0271773	1	0.998971	1
7227_FBpp0293004	7227_FBpp0300988	1	0.9999565	1
7227_FBpp0071295	7227_FBpp0303780	1	0.99998736	1
7227_FBpp0075643	7227_FBpp0289383	1	0.5643447	1
7227_FBpp0076872	7227_FBpp0081822	1	0.99877775	1
7227_FBpp0076918	7227_FBpp0078997	1	0.9993376	1
7227_FBpp0088439	7227_FBpp0305723	1	0.97616506	1
7227_FBpp0079880	7227_FBpp0110421	1	0.9995371	1
7227_FBpp0073762	7227_FBpp0074554	1	0.9999831	1
7227_FBpp0073471	7227_FBpp0075119	1	0.33777535	0
7227_FBpp0070716	7227_FBpp0078624	1	0.9882673	1
7227_FBpp0075504	7227_FBpp0085902	1	0.70082104	1
7227_FBpp0070402	7227_FBpp0085902	1	0.9128633	1
7227_FBpp0070766	7227_FBpp0078354	1	0.99999994	1
7227_FBpp0081560	7227_FBpp0085703	1	0.05640584	0
7227_FBpp0079168	7227_FBpp0111448	1	0.6419209	1
7227_FBpp0083183	7227_FBpp0086326	1	0.7744534	1
7227_FBpp0075612	7227_FBpp0082973	1	0.8440091	1
7227_FBpp0078008	7227_FBpp0080389	1	0.6045379	1
7227_FBpp0081902	7227_FBpp0298837	1	0.010214024	0
7227_FBpp0291345	7227_FBpp0076872	1	0.909065	1
7227_FBpp0077309	7227_FBpp0112404	1	0.2525093	0
7227_FBpp0074237	7227_FBpp0082011	1	0.5749649	1
7227_FBpp0083927	7227_FBpp0304877	1	0.12552735	0
7227_FBpp0076076	7227_FBpp0080445	1	0.17682146	0
7227_FBpp0081845	7227_FBpp0078807	1	0.9063289	1
7227_FBpp0084616	7227_FBpp0079597	1	0.999869	1
7227_FBpp0079088	7227_FBpp0083502	1	0.07161751	0
7227_FBpp0297223	7227_FBpp0289099	1	0.9961187	1
7227_FBpp0081667	7227_FBpp0082067	1	0.8652584	1
7227_FBpp0080102	7227_FBpp0087609	1	0.9997021	1
7227_FBpp0081324	7227_FBpp0086252	1	0.98512864	1
7227_FBpp0070723	7227_FBpp0081916	1	0.9955126	1
7227_FBpp0083570	7227_FBpp0100184	1	0.72832227	1
7227_FBpp0073476	7227_FBpp0085145	1	0.08240503	0
7227_FBpp0080872	7227_FBpp0289298	1	0.4489441	0
7227_FBpp0088833	7227_FBpp0078635	1	0.9998648	1
7227_FBpp0079611	7227_FBpp0078192	1	0.26249555	0
7227_FBpp0076326	7227_FBpp0302953	1	0.6033013	1
7227_FBpp0083625	7227_FBpp0088040	1	0.97931325	1
7227_FBpp0070716	7227_FBpp0075684	1	0.9874245	1
7227_FBpp0074075	7227_FBpp0088242	1	0.999041	1
7227_FBpp0074608	7227_FBpp0083503	1	0.6172764	1
7227_FBpp0076295	7227_FBpp0086874	1	0.45848808	0
7227_FBpp0300513	7227_FBpp0301274	1	0.19692864	0
7227_FBpp0292339	7227_FBpp0081845	1	0.6594923	1
7227_FBpp0071062	7227_FBpp0087951	1	0.34498143	0
7227_FBpp0078673	7227_FBpp0078992	1	0.5719282	1
7227_FBpp0075203	7227_FBpp0294002	1	0.61523557	1
7227_FBpp0078992	7227_FBpp0088355	1	0.5963654	1
7227_FBpp0076238	7227_FBpp0083802	1	0.93063426	1
7227_FBpp0075676	7227_FBpp0077125	1	0.9710041	1
7227_FBpp0078694	7227_FBpp0083569	1	0.9999785	1
7227_FBpp0291345	7227_FBpp0083802	1	0.99970376	1
7227_FBpp0075631	7227_FBpp0088016	1	0.99989307	1
7227_FBpp0082384	7227_FBpp0083273	1	0.51278114	1
7227_FBpp0070402	7227_FBpp0088946	1	0.40979728	0
7227_FBpp0073459	7227_FBpp0087366	1	0.98259765	1
7227_FBpp0070766	7227_FBpp0072094	1	0.9999645	1
7227_FBpp0077580	7227_FBpp0100180	1	0.62071925	1
7227_FBpp0070651	7227_FBpp0081234	1	0.9401405	1
7227_FBpp0082590	7227_FBpp0080281	1	0.039965943	0
7227_FBpp0072187	7227_FBpp0072598	1	0.6395997	1
7227_FBpp0071450	7227_FBpp0077590	1	0.55098116	1
7227_FBpp0077676	7227_FBpp0099739	1	0.6471237	1
7227_FBpp0073526	7227_FBpp0082511	1	0.9598578	1
7227_FBpp0073996	7227_FBpp0079514	1	0.59532547	1
7227_FBpp0071497	7227_FBpp0111906	1	0.8235129	1
7227_FBpp0083611	7227_FBpp0078807	1	0.6304567	1
7227_FBpp0071365	7227_FBpp0075866	1	0.6299075	1
7227_FBpp0075246	7227_FBpp0083503	1	0.88123655	1
7227_FBpp0082867	7227_FBpp0305289	1	0.7488354	1
7227_FBpp0300512	7227_FBpp0077836	1	0.99948657	1
7227_FBpp0076003	7227_FBpp0079471	1	0.6856488	1
